"","sub.id","sub.name","sub.sys","sub.status","pri.id","pri.name","pri.status"
"424",2704,"CONSOLIDATED EDISON CO OF NEW YORK","Gas Transmission","ACTIVE",2704,"CONSOLIDATED EDISON CO OF NEW YORK","Current"
"425",2704,"CONSOLIDATED EDISON CO OF NEW YORK","LNG Plant/Facility","ACTIVE",2704,"CONSOLIDATED EDISON CO OF NEW YORK","Current"
"426",2712,"CONSOLIDATED GAS UTILITY DISTRICTS OF GRANT PARISH","Gas Distribution","ACTIVE",2712,"CONSOLIDATED GAS UTILITY DISTRICTS OF GRANT PARISH","Current"
"427",2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.","Gas Gathering","ACTIVE",31846,"CAROLINA GAS TRANSMISSION","Current"
"428",2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.","Gas Gathering","ACTIVE",2714,"DOMINION TRANSMISSION, INC","Current"
"429",2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.","Gas Transmission","ACTIVE",31846,"CAROLINA GAS TRANSMISSION","Current"
"430",2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.","Gas Transmission","ACTIVE",2714,"DOMINION TRANSMISSION, INC","Current"
"431",2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.","Hazardous Liquid","ACTIVE",31846,"CAROLINA GAS TRANSMISSION","Current"
"432",2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.","Hazardous Liquid","ACTIVE",2714,"DOMINION TRANSMISSION, INC","Current"
"433",2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.","UNGS","ACTIVE",31846,"CAROLINA GAS TRANSMISSION","Current"
"434",2714,"EASTERN GAS TRANSMISSION AND STORAGE, INC.","UNGS","ACTIVE",2714,"DOMINION TRANSMISSION, INC","Current"
"435",2728,"CONSUMERS GAS CO","Gas Distribution","ACTIVE",2728,"Consumers","Current"
"436",2730,"CHEVRON PRODUCTS COMPANY","Hazardous Liquid","ACTIVE",2730,"CHEVRON PRODUCTS COMPANY","Current"
"437",2731,"CHEVRON PIPE LINE CO","Gas Gathering","ACTIVE",2731,"Chevron","Current"
"438",2731,"CHEVRON PIPE LINE CO","Gas Transmission","ACTIVE",2731,"Chevron","Current"
"439",2731,"CHEVRON PIPE LINE CO","Hazardous Liquid","ACTIVE",2731,"Chevron","Current"
"440",2736,"CONSUMERS GAS UTILITY CO","Gas Distribution","ACTIVE",2736,"CONSUMERS GAS UTILITY CO","Current"
"441",2748,"CONSUMERS ENERGY CO","Gas Distribution","ACTIVE",2748,"Consumers","Current"
"442",2748,"CONSUMERS ENERGY CO","Gas Transmission","ACTIVE",2748,"Consumers","Current"
"443",2748,"CONSUMERS ENERGY CO","UNGS","ACTIVE",2748,"Consumers","Current"
"444",2756,"PVR HAMLIN, L.P.","Gas Transmission","INACTIVE",31585,"PVR","Current"
"445",2756,"PVR HAMLIN, L.P.","Gas Transmission","INACTIVE",31209,"PVR","Superseded"
"446",2756,"PVR HAMLIN, L.P.","Gas Transmission","INACTIVE",2756,"PVR HAMLIN, L.P.","Superseded"
"447",2764,"COOKEVILLE GAS DEPT, CITY OF","Gas Distribution","ACTIVE",2764,"COOKEVILLE GAS DEPT, CITY OF","Current"
"448",2767,"HARVEST ALASKA, LLC","Gas Gathering","ACTIVE",32645,"HILCORP ALASKA, LLC","Current"
"449",2767,"HARVEST ALASKA, LLC","Gas Transmission","ACTIVE",32645,"HILCORP ALASKA, LLC","Current"
"450",2767,"HARVEST ALASKA, LLC","Hazardous Liquid","ACTIVE",2767,"Harvest Alaska LLC","Current"
"451",2767,"HARVEST ALASKA, LLC","Hazardous Liquid","ACTIVE",32645,"HILCORP ALASKA, LLC","Superseded"
"452",2768,"COON RAPIDS MUNICIPAL UTILITIES","Gas Distribution","ACTIVE",2768,"COON RAPIDS MUNICIPAL UTILITIES","Current"
"453",2776,"COPAN GAS CO","Gas Distribution","ACTIVE",2776,"COPAN GAS CO","Current"
"454",2778,"COPPER MARKET, INC","Gas Distribution","ACTIVE",2778,"COPPER MARKET, INC","Current"
"455",2780,"CORDELE GAS SYSTEM, CITY OF","Gas Distribution","ACTIVE",2780,"CORDELE GAS SYSTEM, CITY OF","Current"
"456",2784,"CORDOVA, WATER WORKS & GAS BOARD FO THE CITY OF","Gas Distribution","ACTIVE",2784,"CORDOVA, WATER WORKS & GAS BOARD FO THE CITY OF","Current"
"457",2788,"CORINTH GAS DEPT, CITY OF","Gas Distribution","ACTIVE",2788,"CORINTH GAS DEPT, CITY OF","Current"
"458",2792,"CORN GAS DEPT","Gas Distribution","ACTIVE",2792,"CORN GAS DEPT","Current"
"459",2796,"CORNING MUNICIPAL UTILITIES","Gas Distribution","ACTIVE",2796,"CORNING MUNICIPAL UTILITIES","Current"
"460",2796,"CORNING MUNICIPAL UTILITIES","Gas Transmission","ACTIVE",2796,"CORNING MUNICIPAL UTILITIES","Current"
"461",2800,"CORNING NATURAL GAS CORP","Gas Distribution","ACTIVE",2800,"CORNING NATURAL GAS CORP","Current"
"462",2804,"CORONA GAS SYSTEM, VILLAGE OF","Gas Distribution","ACTIVE",2804,"CORONA GAS SYSTEM, VILLAGE OF","Current"
"463",2812,"CORPUS CHRISTI, CITY OF - GAS DIV","Gas Distribution","ACTIVE",2812,"CORPUS CHRISTI, CITY OF - GAS DIV","Current"
"464",2824,"COTULLA MUNICIPAL GAS SYSTEM","Gas Distribution","ACTIVE",2824,"COTULLA MUNICIPAL GAS SYSTEM","Current"
"465",2853,"COVINGTON GAS DEPT, CITY OF","Gas Distribution","ACTIVE",2853,"COVINGTON GAS DEPT, CITY OF","Current"
"466",2856,"COVINGTON GAS DEPT, TOWN OF","Gas Distribution","ACTIVE",2856,"COVINGTON GAS DEPT, TOWN OF","Current"
"467",2859,"CRANBERRY PIPELINE CORP (WV)","Gas Gathering","ACTIVE",39619,"DIVERSIFIED GAS & OIL CORPORATION","Current"
"468",2859,"CRANBERRY PIPELINE CORP (WV)","Gas Gathering","ACTIVE",39761,"NYTIS EXPLORATION COMPANY, LLC","Superseded"
"469",2859,"CRANBERRY PIPELINE CORP (WV)","Gas Gathering","ACTIVE",2001,"Cabot OandG","Superseded"
"470",2859,"CRANBERRY PIPELINE CORP (WV)","Gas Transmission","ACTIVE",39619,"DIVERSIFIED GAS & OIL CORPORATION","Current"
"471",2859,"CRANBERRY PIPELINE CORP (WV)","Gas Transmission","ACTIVE",39761,"NYTIS EXPLORATION COMPANY, LLC","Superseded"
"472",2859,"CRANBERRY PIPELINE CORP (WV)","Gas Transmission","ACTIVE",2001,"Cabot OandG","Superseded"
"473",2859,"CRANBERRY PIPELINE CORP (WV)","UNGS","ACTIVE",39619,"DIVERSIFIED GAS & OIL CORPORATION","Current"
"474",2859,"CRANBERRY PIPELINE CORP (WV)","UNGS","ACTIVE",2859,"CRANBERRY PIPELINE CORP (WV)","Superseded"
"475",2860,"COVINGTON MUNICIPAL GAS SYSTEM, CITY OF","Gas Distribution","ACTIVE",2860,"COVINGTON MUNICIPAL GAS SYSTEM, CITY OF","Current"
"476",2868,"CREAL SPRINGS GAS UTILITY, CITY OF","Gas Distribution","INACTIVE",2868,"CREAL SPRINGS GAS UTILITY, CITY OF","Current"
"477",2872,"CRESCENT CITY NATURAL GAS","Gas Distribution","ACTIVE",2872,"CRESCENT CITY NATURAL GAS","Current"
"478",2879,"BBT LOUISIANA INTRASTATE, LLC","Gas Transmission","ACTIVE",189,"American Midstream","Current"
"479",2880,"CROCKETT PUBLIC UTIL DIST","Gas Distribution","ACTIVE",2880,"CROCKETT PUBLIC UTIL DIST","Current"
"480",2888,"CROSSVILLE GAS SYSTEM, VILLAGE OF","Gas Distribution","ACTIVE",2888,"CROSSVILLE GAS SYSTEM, VILLAGE OF","Current"
"481",2904,"CULLMAN - JEFFERSON CO GAS DIST","Gas Distribution","ACTIVE",2904,"CULLMAN - JEFFERSON CO GAS DIST","Current"
"482",2915,"CUSHING, CITY OF","Gas Distribution","ACTIVE",2915,"CUSHING, CITY OF","Current"
"483",2928,"CUTHBERT GAS SYSTEM, CITY OF","Gas Distribution","ACTIVE",2928,"CUTHBERT GAS SYSTEM, CITY OF","Current"
"484",3010,"D B H GAS CO","Gas Distribution","ACTIVE",3010,"D B H GAS CO","Current"
"485",3050,"DADEVILLE WATER SUPPPLY & GAS BOARD","Gas Distribution","ACTIVE",3050,"DADEVILLE WATER SUPPPLY & GAS BOARD","Current"
"486",3060,"DAHLGREN GAS SYSTEM","Gas Distribution","ACTIVE",3060,"DAHLGREN GAS SYSTEM","Current"
"487",3070,"DAISETTA WATER & GAS DEPT","Gas Distribution","ACTIVE",3070,"DAISETTA WATER & GAS DEPT","Current"
"488",3090,"DALTON WATER LIGHT & SINKING FUND COMMISSION","Gas Distribution","ACTIVE",3090,"DALTON WATER LIGHT & SINKING FUND COMMISSION","Current"
"489",3110,"DANVILLE, CITY OF","Gas Distribution","ACTIVE",3110,"DANVILLE, CITY OF","Current"
"490",3130,"DAPHNE UTILITY DEPT, CITY OF","Gas Distribution","ACTIVE",3130,"DAPHNE UTILITY DEPT, CITY OF","Current"
"491",3133,"DART OIL & GAS CORP","Gas Transmission","INACTIVE",3133,"DART OIL & GAS CORP","Current"
"492",3146,"KARBUHN OIL COMPANY","Gas Gathering","INACTIVE",3146,"KARBUHN OIL COMPANY","Current"
"493",3156,"DAVIS GAS PROCESSING","Gas Transmission","INACTIVE",32232,"WTG Hugoton","Current"
"494",3156,"DAVIS GAS PROCESSING","Hazardous Liquid","INACTIVE",32232,"WTG Hugoton","Current"
"495",3160,"DAWSON GAS DEPT, CITY OF","Gas Distribution","ACTIVE",3160,"DAWSON GAS DEPT, CITY OF","Current"
"496",3170,"AES OHIO GENERATION, LLC","Gas Transmission","INACTIVE",3170,"DAYTON POWER & LIGHT CO","Current"
"497",3183,"DECATUR UTILITIES - GAS DEPARTMENT","Gas Distribution","ACTIVE",3183,"DECATUR UTILITIES - GAS DEPARTMENT","Current"
"498",3188,"DECATUR COUNTY INDUSTRIAL AIRPARK","Gas Distribution","ACTIVE",3188,"DECATUR COUNTY INDUSTRIAL AIRPARK","Current"
"499",3190,"DEFUNIAK SPRINGS NATURAL GAS SYSTEM, CITY OF","Gas Distribution","ACTIVE",3190,"DEFUNIAK SPRINGS NATURAL GAS SYSTEM, CITY OF","Current"
"500",3200,"DEKALB - CHEROKEE COUNTIES GAS DISTRICT","Gas Distribution","ACTIVE",3200,"DEKALB - CHEROKEE COUNTIES GAS DISTRICT","Current"
"501",3210,"DEL RIO GAS SYSTEM, CITY OF","Gas Distribution","ACTIVE",3210,"DEL RIO GAS SYSTEM, CITY OF","Current"
"502",3220,"DELCAMBRE GAS DEPT, TOWN OF","Gas Distribution","ACTIVE",3220,"DELCAMBRE GAS DEPT, TOWN OF","Current"
"503",3240,"DELMARVA POWER & LIGHT COMPANY","Gas Distribution","ACTIVE",3240,"DELMARVA POWER & LIGHT COMPANY","Current"
"504",3240,"DELMARVA POWER & LIGHT COMPANY","Gas Transmission","ACTIVE",3240,"DELMARVA POWER & LIGHT COMPANY","Current"
"505",3240,"DELMARVA POWER & LIGHT COMPANY","LNG Plant/Facility","ACTIVE",3240,"DELMARVA POWER & LIGHT COMPANY","Current"
"506",3260,"DELTA NATURAL GAS CO INC","Gas Distribution","ACTIVE",3260,"DELTA NATURAL GAS CO INC","Current"
"507",3260,"DELTA NATURAL GAS CO INC","Gas Gathering","ACTIVE",3260,"DELTA NATURAL GAS CO INC","Current"
"508",3260,"DELTA NATURAL GAS CO INC","Gas Transmission","ACTIVE",3260,"DELTA NATURAL GAS CO INC","Current"
"509",3260,"DELTA NATURAL GAS CO INC","UNGS","ACTIVE",3260,"DELTA NATURAL GAS CO INC","Current"
"510",3280,"DEMING GAS SYSTEM","Gas Distribution","ACTIVE",3280,"DEMING GAS SYSTEM","Current"
"511",3285,"DEMA GAS CO INC","Gas Distribution","INACTIVE",32601,"KENTUCKY FRONTIER","Current"
"512",3295,"DENHAM SPRINGS GAS DEPT, CITY OF","Gas Distribution","ACTIVE",3295,"DENHAM SPRINGS GAS DEPT, CITY OF","Current"
"513",3297,"DENISON GAS SYSTEMS, CITY OF","Gas Distribution","ACTIVE",3297,"DENISON GAS SYSTEMS, CITY OF","Current"
"514",3310,"DENVER CITY GAS SYSTEM","Gas Distribution","ACTIVE",3310,"DENVER CITY GAS SYSTEM","Current"
"515",3325,"DEQUINCY GAS DEPARTMENT","Gas Distribution","ACTIVE",3325,"DEQUINCY GAS DEPARTMENT","Current"
"516",3330,"DES ARC MUNICIPAL GAS CO","Gas Distribution","ACTIVE",3330,"DES ARC MUNICIPAL GAS CO","Current"
"517",3339,"DEVALLS BLUFF GAS SYSTEM","Gas Distribution","ACTIVE",3339,"DEVALLS BLUFF GAS SYSTEM","Current"
"518",3345,"DEVON ENERGY PRODUCTION CO. LP","Gas Gathering","ACTIVE",3345,"DEVON ENERGY PRODUCTION CO. LP","Current"
"519",3345,"DEVON ENERGY PRODUCTION CO. LP","Gas Gathering","ACTIVE",31304,"Devon","Superseded"
"520",3345,"DEVON ENERGY PRODUCTION CO. LP","Gas Transmission","ACTIVE",3345,"DEVON ENERGY PRODUCTION CO. LP","Current"
"521",3345,"DEVON ENERGY PRODUCTION CO. LP","Hazardous Liquid","ACTIVE",3345,"DEVON ENERGY PRODUCTION CO. LP","Current"
"522",3345,"DEVON ENERGY PRODUCTION CO. LP","Hazardous Liquid","ACTIVE",31304,"Devon","Superseded"
"523",3410,"DILLEY GAS SYSTEM, CITY OF","Gas Distribution","ACTIVE",3410,"DILLEY GAS SYSTEM, CITY OF","Current"
"524",3411,"DISTRIGAS OF MASSACHUSETTS LLC","LNG Plant/Facility","ACTIVE",3411,"DISTRIGAS OF MASSACHUSETTS LLC","Current"
"525",3420,"DIVERNON GAS DEPT, VILLAGE OF","Gas Distribution","ACTIVE",3420,"DIVERNON GAS DEPT, VILLAGE OF","Current"
"526",3445,"DIXIE PIPELINE COMPANY LLC","Hazardous Liquid","ACTIVE",31618,"Enterprise","Current"
"527",3460,"DOERUN, CITY OF","Gas Distribution","ACTIVE",3460,"DOERUN, CITY OF","Current"
"528",3470,"DONALDSONVILLE, CITY OF","Gas Distribution","ACTIVE",3470,"DONALDSONVILLE, CITY OF","Current"
"529",3480,"DONALSONVILLE GAS SYSTEM, CITY OF","Gas Distribution","ACTIVE",3480,"DONALSONVILLE GAS SYSTEM, CITY OF","Current"
"530",3490,"DORA GAS BOARD, TOWN OF","Gas Distribution","ACTIVE",3490,"DORA GAS BOARD, TOWN OF","Current"
"531",3510,"DOUGLAS GAS DEPT, CITY OF","Gas Distribution","ACTIVE",3510,"DOUGLAS GAS DEPT, CITY OF","Current"
"532",3527,"DOW PIPELINE CO","Gas Gathering","ACTIVE",3527,"DOW PIPELINE CO","Current"
"533",3527,"DOW PIPELINE CO","Gas Transmission","ACTIVE",3527,"DOW PIPELINE CO","Current"
"534",3527,"DOW PIPELINE CO","Hazardous Liquid","ACTIVE",3527,"DOW PIPELINE CO","Current"
"535",3532,"DOW INTRASTATE GAS CO","Gas Transmission","ACTIVE",3532,"DOW INTRASTATE GAS CO","Current"
"536",3535,"DOW PIPELINE CO","Gas Transmission","ACTIVE",3535,"DOW PIPELINE CO","Current"
"537",3535,"DOW PIPELINE CO","Hazardous Liquid","ACTIVE",3535,"DOW PIPELINE CO","Current"
"538",3538,"DRAKESBORO NATURAL GAS CO","Gas Distribution","ACTIVE",3538,"DRAKESBORO NATURAL GAS CO","Current"
"539",3550,"DRUMRIGHT GAS AUTH","Gas Distribution","ACTIVE",3550,"DRUMRIGHT GAS AUTH","Current"
"540",3560,"DUBLIN, CITY OF","Gas Distribution","ACTIVE",3560,"DUBLIN, CITY OF","Current"
"541",3580,"DUCK HILL GAS SYSTEM, TOWN OF","Gas Distribution","ACTIVE",3580,"DUCK HILL GAS SYSTEM, TOWN OF","Current"
"542",3590,"CITY OF DULUTH PUBLIC WORKS & UTILITIES","Gas Distribution","ACTIVE",3590,"CITY OF DULUTH PUBLIC WORKS & UTILITIES","Current"
"543",3590,"CITY OF DULUTH PUBLIC WORKS & UTILITIES","Gas Transmission","ACTIVE",3590,"CITY OF DULUTH PUBLIC WORKS & UTILITIES","Current"
"544",3600,"DUMAS, CITY OF","Gas Distribution","ACTIVE",3600,"DUMAS, CITY OF","Current"
"545",3601,"C E DUNMIRE GAS CO INC","Gas Distribution","ACTIVE",3601,"C E DUNMIRE GAS CO INC","Current"
"546",3605,"DUNCAN RURAL SERVICE CORP","Gas Distribution","ACTIVE",3605,"DUNCAN RURAL SERVICE CORP","Current"
"547",3610,"DUNLAP GAS SYSTEM, CITY OF","Gas Distribution","ACTIVE",3610,"DUNLAP GAS SYSTEM, CITY OF","Current"
"548",3630,"DUPO GAS SYSTEM, VILLAGE OF","Gas Distribution","ACTIVE",3630,"DUPO GAS SYSTEM, VILLAGE OF","Current"
"549",3660,"DYERSBURG MUNICIPAL GAS DEPARTMENT","Gas Distribution","ACTIVE",3660,"DYERSBURG MUNICIPAL GAS DEPARTMENT","Current"
"550",3830,"GARLAND, CITY OF","Gas Transmission","ACTIVE",3830,"GARLAND, CITY OF","Current"
"551",4005,"E M W GAS ASSOCIATION","Gas Distribution","ACTIVE",4005,"E M W GAS ASSOCIATION","Current"
"552",4005,"E M W GAS ASSOCIATION","Gas Transmission","ACTIVE",4005,"E M W GAS ASSOCIATION","Current"
"553",4040,"EAST CENTRAL OKLAHOMA GAS AUTH","Gas Distribution","ACTIVE",4040,"EAST CENTRAL OKLAHOMA GAS AUTH","Current"
"554",4060,"DOMINION ENERGY OHIO","Gas Distribution","ACTIVE",12876,"Questar","Current"
"555",4060,"DOMINION ENERGY OHIO","Gas Distribution","ACTIVE",2714,"DOMINION TRANSMISSION, INC","Superseded"
"556",4060,"DOMINION ENERGY OHIO","Gas Distribution","ACTIVE",4060,"DOMINION EAST OHIO","Current"
"557",4060,"DOMINION ENERGY OHIO","Gas Gathering","ACTIVE",12876,"Questar","Current"
"558",4060,"DOMINION ENERGY OHIO","Gas Gathering","ACTIVE",2714,"DOMINION TRANSMISSION, INC","Superseded"
"559",4060,"DOMINION ENERGY OHIO","Gas Gathering","ACTIVE",4060,"DOMINION EAST OHIO","Current"
"560",4060,"DOMINION ENERGY OHIO","Gas Transmission","ACTIVE",12876,"Questar","Current"
"561",4060,"DOMINION ENERGY OHIO","Gas Transmission","ACTIVE",2714,"DOMINION TRANSMISSION, INC","Superseded"
"562",4060,"DOMINION ENERGY OHIO","Gas Transmission","ACTIVE",4060,"DOMINION EAST OHIO","Current"
"563",4060,"DOMINION ENERGY OHIO","UNGS","ACTIVE",12876,"Questar","Current"
"564",4060,"DOMINION ENERGY OHIO","UNGS","ACTIVE",4060,"DOMINION EAST OHIO","Current"
"565",4070,"EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)","Gas Transmission","ACTIVE",11169,"Enbridge","Current"
"566",4070,"EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)","Gas Transmission","ACTIVE",19235,"Enbridge","Current"
"567",4070,"EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)","LNG Plant/Facility","ACTIVE",11169,"Enbridge","Current"
"568",4070,"EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)","LNG Plant/Facility","ACTIVE",4070,"EAST TENNESSEE NATURAL GAS CO","Current"
"569",4100,"EASTERN COLORADO UTILITY CO","Gas Distribution","INACTIVE",4100,"EASTERN COLORADO UTILITY CO","Current"
"570",4120,"EASTERN NEW MEXICO NATURAL GAS ASSOCIATION","Gas Distribution","ACTIVE",4120,"EASTERN NEW MEXICO NATURAL GAS ASSOCIATION","Current"
"571",4149,"EASTERN SHORE NATURAL GAS CO","Gas Transmission","ACTIVE",4149,"EASTERN SHORE NATURAL GAS CO","Current"
"572",4150,"EASTERN SHORE GAS CO","Gas Distribution","INACTIVE",4150,"EASTERN SHORE GAS CO","Current"
"573",4180,"EASTON MUNICIPAL GAS SYSTEM","Gas Distribution","ACTIVE",4180,"EASTON MUNICIPAL GAS SYSTEM","Current"
"574",4190,"EASTON UTILITIES COMMISSION","Gas Distribution","ACTIVE",4190,"EASTON UTILITIES COMMISSION","Current"
"575",4200,"EATONTON, CITY OF","Gas Distribution","ACTIVE",4200,"EATONTON, CITY OF","Current"
"576",4240,"EDINBURG GAS SYSTEM","Gas Distribution","ACTIVE",4240,"EDINBURG GAS SYSTEM","Current"
"577",4250,"EDISON GAS SYSTEM, CITY OF","Gas Distribution","ACTIVE",4250,"EDISON GAS SYSTEM, CITY OF","Current"
"578",4260,"EDMONTON GAS CO","Gas Distribution","ACTIVE",4260,"EDMONTON GAS CO","Current"
"579",4272,"ELDORADO MUNICIPAL SYSTEM","Gas Distribution","ACTIVE",4272,"ELDORADO MUNICIPAL SYSTEM","Current"
"580",4273,"EGYPTIAN GAS STORAGE CORP","Gas Transmission","ACTIVE",4273,"EGYPTIAN GAS STORAGE CORP","Current"
"581",4280,"EL PASO NATURAL GAS CO","Gas Transmission","ACTIVE",18092,"Kinder Morgan","Current"
"582",4280,"EL PASO NATURAL GAS CO","Gas Transmission","ACTIVE",2564,"Kinder Morgan","Current"
"583",4280,"EL PASO NATURAL GAS CO","Hazardous Liquid","ACTIVE",18092,"Kinder Morgan","Current"
"584",4280,"EL PASO NATURAL GAS CO","Hazardous Liquid","ACTIVE",2564,"Kinder Morgan","Superseded"
"585",4280,"EL PASO NATURAL GAS CO","UNGS","ACTIVE",2564,"Kinder Morgan","Current"
"586",4310,"ELBERTON NATURAL GAS SYSTEM","Gas Distribution","ACTIVE",4310,"ELBERTON NATURAL GAS SYSTEM","Current"
"587",4341,"ELIZABETH, TOWN OF","Gas Distribution","ACTIVE",4341,"ELIZABETH, TOWN OF","Current"
"588",4350,"ELIZABETHTOWN GAS CO","Gas Distribution","ACTIVE",4350,"ELIZABETHTOWN GAS CO","Current"
"589",4350,"ELIZABETHTOWN GAS CO","Gas Transmission","ACTIVE",4350,"ELIZABETHTOWN GAS CO","Current"
"590",4350,"ELIZABETHTOWN GAS CO","LNG Plant/Facility","ACTIVE",4350,"ELIZABETHTOWN GAS CO","Current"
"591",4360,"ELIZABETHTOWN NATURAL GAS","Gas Distribution","ACTIVE",4360,"ELIZABETHTOWN NATURAL GAS","Current"
"592",4360,"ELIZABETHTOWN NATURAL GAS","Gas Transmission","ACTIVE",4360,"ELIZABETHTOWN NATURAL GAS","Current"
"593",4360,"ELIZABETHTOWN NATURAL GAS","UNGS","ACTIVE",4360,"ELIZABETHTOWN NATURAL GAS","Current"
"594",4370,"ELK RIVER PUBLIC UTIL DIST","Gas Distribution","ACTIVE",4370,"ELK RIVER PUBLIC UTIL DIST","Current"
"595",4376,"ELKTON GAS","Gas Distribution","ACTIVE",4376,"ELKTON GAS SERVICE - DIV PENNS & SOUTHERN GAS CO","Current"
"596",4400,"ELLENSBURG GAS DEPT, CITY OF","Gas Distribution","ACTIVE",4400,"ELLENSBURG GAS DEPT, CITY OF","Current"
"597",4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","Gas Transmission","ACTIVE",4430,"Valero","Current"
"598",4430,"VALERO TERMINALING AND DISTRIBUTION COMPANY","Hazardous Liquid","ACTIVE",4430,"Valero","Current"
"599",4440,"EMMETSBURG MUNICIPAL UTILITIES","Gas Distribution","ACTIVE",4440,"EMMETSBURG MUNICIPAL UTILITIES","Current"
"600",4440,"EMMETSBURG MUNICIPAL UTILITIES","Gas Transmission","ACTIVE",4440,"EMMETSBURG MUNICIPAL UTILITIES","Current"
"601",4461,"EOG RESOURCES, INC","Gas Gathering","ACTIVE",4461,"EOG Resources","Current"
"602",4461,"EOG RESOURCES, INC","Gas Transmission","ACTIVE",4461,"EOG Resources","Current"
"603",4461,"EOG RESOURCES, INC","Hazardous Liquid","ACTIVE",4461,"EOG Resources","Current"
"604",4470,"ENFIELD GAS DEPT, VILLAGE OF","Gas Distribution","ACTIVE",4470,"ENFIELD GAS DEPT, VILLAGE OF","Current"
"605",4472,"CYPRESS INTERSTATE PIPELINE LLC","Hazardous Liquid","ACTIVE",18092,"Kinder Morgan","Current"
"606",4473,"ATMOS ENERGY CORPORATION - WEST TEXAS","Gas Distribution","ACTIVE",4473,"Atmos","Current"
"607",4473,"ATMOS ENERGY CORPORATION - WEST TEXAS","Gas Transmission","ACTIVE",4473,"Atmos","Current"
"608",4475,"PENSACOLA, ENERGY SERVICES OF","Gas Distribution","ACTIVE",4475,"PENSACOLA, ENERGY SERVICES OF","Current"
"609",4480,"ENGLEWOOD GAS DEPT, TOWN OF","Gas Distribution","ACTIVE",4480,"ENGLEWOOD GAS DEPT, TOWN OF","Current"
"610",4483,"ENSTAR NATURAL GAS CO","Gas Distribution","ACTIVE",4483,"Enstar Natural Gas","Current"
"611",4483,"ENSTAR NATURAL GAS CO","Gas Distribution","ACTIVE",207,"Alaska Pipeline","Superseded"
"612",4483,"ENSTAR NATURAL GAS CO","Gas Transmission","ACTIVE",4483,"Enstar Natural Gas","Current"
"613",4489,"ENERGY PRODUCTION CORP","Gas Transmission","INACTIVE",4489,"ENERGY PRODUCTION CORP","Current"
"614",4499,"CENTERPOINT ENERGY RESOURCES CORPORATION","Gas Distribution","ACTIVE",4499,"CENTERPOINT ENERGY RESOURCES CORPORATION","Current"
"615",4499,"CENTERPOINT ENERGY RESOURCES CORPORATION","Gas Transmission","ACTIVE",4499,"CENTERPOINT ENERGY RESOURCES CORPORATION","Current"
"616",4500,"ENUMCLAW GAS DEPT, CITY OF","Gas Distribution","ACTIVE",4500,"ENUMCLAW GAS DEPT, CITY OF","Current"
"617",4507,"EQUALITY, VILLAGE OF","Gas Distribution","ACTIVE",2728,"Consumers","Current"
"618",4510,"EQUITABLE GAS COMPANY, LLC","Gas Distribution","INACTIVE",4510,"EQUITABLE GAS COMPANY, LLC","Current"
"619",4510,"EQUITABLE GAS COMPANY, LLC","Gas Gathering","INACTIVE",4510,"EQUITABLE GAS COMPANY, LLC","Current"
"620",4510,"EQUITABLE GAS COMPANY, LLC","Gas Transmission","INACTIVE",15350,"Peoples","Current"
"621",4510,"EQUITABLE GAS COMPANY, LLC","Gas Transmission","INACTIVE",4510,"EQUITABLE GAS COMPANY, LLC","Superseded"
"622",4540,"ESKRIDGE GAS SYSTEM","Gas Distribution","ACTIVE",4540,"ESKRIDGE GAS SYSTEM","Current"
"623",4547,"ESSEX COUNTY GAS CO","Gas Distribution","INACTIVE",11713,"National Grid","Current"
"624",4547,"ESSEX COUNTY GAS CO","LNG Plant/Facility","INACTIVE",1640,"National Grid","Current"
"625",4550,"ESTHERWOOD, VILLAGE OF","Gas Distribution","ACTIVE",4550,"ESTHERWOOD, VILLAGE OF","Current"
"626",4567,"ETOWAH UTILITIES","Gas Distribution","ACTIVE",4567,"ETOWAH UTILITIES","Current"
"627",4590,"EUNICE GAS DEPT, CITY OF","Gas Distribution","ACTIVE",4590,"EUNICE GAS DEPT, CITY OF","Current"
"628",4600,"EVANGELINE GAS CO, INC","Gas Distribution","ACTIVE",4600,"EVANGELINE GAS CO, INC","Current"
"629",4805,"EXPLORER PIPELINE CO","Hazardous Liquid","ACTIVE",4805,"EXPLORER PIPELINE CO","Current"
"630",4900,"KINDER MORGAN TEJAS PIPELINE","Gas Gathering","ACTIVE",18092,"Kinder Morgan","Current"
"631",4900,"KINDER MORGAN TEJAS PIPELINE","Gas Gathering","ACTIVE",2564,"Kinder Morgan","Current"
"632",4900,"KINDER MORGAN TEJAS PIPELINE","Gas Transmission","ACTIVE",2564,"Kinder Morgan","Current"
