Calendar Year,Portal_Year,State Abbreviation,Operator ID,Operator Business Name,Unknown ,Unknown ,Pre 1940s,1940-1949,1950-1959 ,1960-1969 ,1970-1979 ,1980-1989,1990-1999 ,2000-2009 ,2010-2019 ,2020-2029,Total Miles by Decade,Unknown services,Pre 1940 Number of Services,1940-1949 Number of Services,1950-1959 Number of Services,1960-1969 Number of Services,1970-1979 Number of Services,1980-1989 Number of Services,1990-1999 Number of Services,2000-2009 Number of Services,2010-2019 Number of Services,2020-2029 Number of Services,Case Mains_Services, CASE 'Mains' WHEN 'Mains' THEN '1' ELSE '0' END
2005,2022-01-11,IN,18464,SOUTHEAST INDIANA NATURAL GAS CO,0,0,0,0,0,40,8,7,15,9,,,79,0,0,0,0,408,502,322,836,264,,,1,1
2005,2022-01-11,IN,18508,SOUTHERN INDIANA GAS & ELECTRIC CO,143,143,13,6,280,467,186,726,927,284,,,3032,0,973,1465,14168,22900,16162,25843,20487,6393,,,1,1
2005,2022-01-11,IN,18780,SWITZERLAND COUNTY NATURAL GAS CO,0,0,0,0,0,19,0,0,1,9,,,29,0,0,0,0,287,86,117,201,104,,,1,1
2005,2022-01-11,IN,22504,WESTFIELD GAS CORP,22,22,0,0,0,2,4,2,14,40,,,84,702,0,0,0,53,114,59,432,1022,,,1,1
2005,2022-01-11,IN,31814,"UTILITY SAFETY AND DESIGN, INC.",2,2,0,0,1,0,2,0,5,4.21,,,14.21,228,0,0,0,40,88,22,181,153,,,1,1
2005,2022-01-11,IN,31940,"VALLEY RURAL UTILITY CO. C/O UTILITY PIPELINE, LTD.",0,0,0,0,0,0,0,0,0,32,,,32,0,0,0,0,0,0,0,0,305,,,1,1
2005,2022-01-11,IN,32193,"GRANGER ENERGY, LLC",0,0,0,0,0,0,0,0,0,1.984,,,1.984,0,0,0,0,0,0,0,0,4,,,1,1
2005,2022-01-11,KS,18,"ABBYVILLE, CITY OF",0,0,0,0,0,0,0,0,0,3,,,3,0,0,0,0,0,0,0,0,69,,,1,1
2005,2022-01-11,KS,72,AGENDA GAS SYSTEM,0,0,0,0,0,3,0,0,0,0,,,3,0,0,0,0,61,0,0,0,0,,,1,1
2005,2022-01-11,KS,333,"ALMA GAS DISTRIBUTION SYSTEM, CITY OF",0,0,0,0,26,0,0,0,0,3,,,29,472,0,0,0,0,0,0,0,11,,,1,1
2005,2022-01-11,KS,360,"ALTAMONT GAS DEPT, CITY OF",0,0,0,0,0,0,0,3,20,0,,,23,0,0,0,0,0,0,0,500,0,,,1,1
2005,2022-01-11,KS,362,ALTA VISTA GAS CO,0,0,0,0,0,0,29,0,0,0,,,29,140,0,0,0,0,372,3,7,3,,,1,1
2005,2022-01-11,KS,383,AMARILLO NATURAL GAS INC,0,0,0,0,0,0,0,0,0,2,,,2,0,0,0,0,0,0,0,0,1,,,1,1
2005,2022-01-11,KS,414,"HAINES GAS COMPANY, INC.",0,0,0,0,7,2,2,0,0,0,,,11,0,0,0,280,20,70,15,15,12,,,1,1
2005,2022-01-11,KS,576,"ARGONIA MUNICIPAL SYSTEM, CITY OF",12,12,0,0,0,0,0,0,0,0,,,12,295,0,0,0,0,0,0,0,4,,,1,1
2005,2022-01-11,KS,837,"ATTICA GAS DEPT, CITY OF",7,7,0,0,0,0,0,0,0,0,,,7,366,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KS,846,"AUBURN, CITY OF",0,0,0,0,0,23,17,5,3,3,,,51,0,0,0,0,147,273,198,255,128,,,1,1
2005,2022-01-11,KS,882,"AURORA GAS SYSTEMS, CITY OF",0,0,0,0,0,11,0,0,0,0,,,11,0,0,0,0,81,0,5,0,2,,,1,1
2005,2022-01-11,KS,925,"COATS, CITY OF",0,0,0,0,0,0,0,0,2,0,,,2,0,0,0,0,0,0,0,92,0,,,1,1
2005,2022-01-11,KS,1860,"BUNKER HILL, CITY OF",0,0,0,0,0,0,0,8,0,0,,,8,0,0,0,0,0,0,100,0,0,,,1,1
2005,2022-01-11,KS,1912,BURLINGAME MUNICIPAL SYSTEM,0,0,0,0,23,0,0,0,1,5,,,29,0,0,0,525,0,0,0,10,43,,,1,1
2005,2022-01-11,KS,1936,"BURRTON MUNICIPLE DISTRICT SYSTEM, CITY OF",10,10,0,0,0,0,0,0,0,0,,,10,434,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KS,2144,"CASSODAY GAS DEPT, CITY OF",3,3,0,0,0,0,0,0,0,0,,,3,0,0,0,0,250,6,8,6,2,,,1,1
2005,2022-01-11,KS,2256,"CHANUTE, CITY OF",41.2,41.2,0,0,0,0,0,21,16.5,10.8,,,89.5,3676,0,0,0,0,0,167,465,281,,,1,1
2005,2022-01-11,KS,2297,CHENEY MUNICIPAL UTILITY,0,0,0,0,7,0,3.5,0.5,4.5,1.65,,,17.15,0,0,0,474,0,30,-12,179,67,,,1,1
2005,2022-01-11,KS,3297,"DENISON GAS SYSTEMS, CITY OF",0,0,0,0,0,0,0,0,17,0,,,17,0,0,0,0,0,0,0,164,8,,,1,1
2005,2022-01-11,KS,4540,ESKRIDGE GAS SYSTEM,0,0,0,0,0,55,0,0,0,0,,,55,0,0,0,0,595,32,9,8,8,,,1,1
2005,2022-01-11,KS,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",0.4,0.4,0,0.01,0,0.07,0.2,0.05,0.09,0,,,0.82,175,0,3,0,31,85,24,41,0,,,1,1
2005,2022-01-11,KS,5240,"FLINTROCK GAS, INC.",0,0,0,0,0,0,0,0,4,0,,,4,0,0,0,0,0,0,0,26,0,,,1,1
2005,2022-01-11,KS,5360,FORD CITY UTILITIES GAS DEPT,0,0,0,0,0,0,0,0,0,8,,,8,0,0,0,0,0,0,0,0,151,,,1,1
2005,2022-01-11,KS,6080,"GARDEN PLAIN GAS SYSTEM, CITY OF",0,0,0,0,0,12,0,0,0,2.5,,,14.5,0,0,0,0,193,59,41,27,17,,,1,1
2005,2022-01-11,KS,6100,"GARNETT MUNICIPAL SYSTEM, CITY OF",0,0,2,2,3,6,6,12,6,7,,,44,0,281,281,270,175,140,331,271,126,,,1,1
2005,2022-01-11,KS,6720,ATMOS ENERGY CORPORATION - COLORADO/KANSAS,0,0,255,145,145,364,400,399,981,962,,,3651,221,1257,1257,1249,2534,3822,2535,110564,7875,,,1,1
2005,2022-01-11,KS,7030,"HALSTEAD GAS DEPT, CITY OF",4.69,4.69,0,0,0,0,1.6,2.41,4.55,0.75,,,14,723,0,0,0,0,14,1,91,70,,,1,1
2005,2022-01-11,KS,7045,HAMILTON MUNICIPAL UTILITIES,0,0,0,0,0,14,0,0,0,0,,,14,0,0,0,0,178,-6,-10,-10,-2,,,1,1
2005,2022-01-11,KS,7077,HARDTNER CITY GAS DEPT,0,0,0,0,0,0,0,5,0,0,,,5,0,0,0,0,0,0,181,0,0,,,1,1
2005,2022-01-11,KS,7125,HARVEYVILLE GAS DEPT,11,11,0,0,0,0,0,0,0,0,,,11,142,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KS,7245,"HESSTON, CITY OF",0,0,0,0,0,0,18,3,3,2,,,26,0,0,0,0,0,700,95,258,83,,,1,1
2005,2022-01-11,KS,7610,HOWARD MUNICIPAL GAS SYSTEM,0,0,0,0,0,0,16,0,0,0,,,16,0,0,0,0,0,0,0,0,585,,,1,1
2005,2022-01-11,KS,7645,HUMBOLDT CITY GAS DEPT,0,0,0,0,0,0,0,28,0,0,,,28,0,0,0,0,0,0,838,4,17,,,1,1
2005,2022-01-11,KS,8220,IOLA MUNICIPAL GAS CO,34,34,4,1,3,0,2,3,3,5,,,55,551,6,13,410,914,311,308,60,274,,,1,1
2005,2022-01-11,KS,8321,"ISABEL, CITY OF",0,0,0,0,0,0,0,11,0,0,,,11,0,0,0,0,0,0,62,0,0,,,1,1
2005,2022-01-11,KS,9110,"JAMESTOWN MUNICIPAL GAS DEPT, CITY OF",0,0,0,0,0,18,0,0,0,0,,,18,0,0,0,0,201,0,0,0,0,,,1,1
2005,2022-01-11,KS,10123,"KECHI, CITY OF",0,0,0,0,0,4,2,2,6,1,,,15,0,0,0,0,84,25,131,154,85,,,1,1
2005,2022-01-11,KS,11040,"LACYGNE GAS DEPT, CITY OF",18,18,0,0,0,0,0,0,0,15,,,33,495,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KS,11200,"LANCASTER GAS SYSTEM, CITY OF",0,0,0,0,0,4,1,0,1,0,,,6,0,0,0,0,75,39,10,4,28,,,1,1
2005,2022-01-11,KS,11344,LEBO MUNICIPAL GAS SYSTEM,1,1,0,0,0,0,0,8,0,0,,,9,0,0,0,0,0,0,348,0,2,,,1,1
2005,2022-01-11,KS,11560,"LITTLE RIVER MUNICIPAL SYSTEM, CITY OF",0.04,0.04,0,0,0,2.5,1.5,0,0,0.04,,,4.08,2,0,0,0,260,47,0,0,2,,,1,1
2005,2022-01-11,KS,11565,"LONGFORD GAS SYSTEM, CITY OF",0,0,0,0,0,0,0,0,11,0,,,11,0,0,0,0,0,0,0,53,0,,,1,1
2005,2022-01-11,KS,11784,"LOUISBURG NATURAL GAS UTILITIES, CITY OF",0,0,0,0,0,0,10,2,11,11.5,,,34.5,0,0,0,0,0,600,68,94,519,,,1,1
2005,2022-01-11,KS,11944,"LYONS GAS DEPT, CITY OF",0,0,4,0,0,6,7,6,6,0,,,29,0,50,97,116,165,317,400,451,126,,,1,1
2005,2022-01-11,KS,12122,MAPLETON GAS PIPELINE,0,0,0,0,0,0,2,2,4,0,,,8,0,0,0,0,0,17,16,23,17,,,1,1
2005,2022-01-11,KS,12276,MCFARLAND MUNICIPAL SYSTEMS INC,0,0,0,0,6,0,0,0,2,0,,,8,0,0,0,81,0,28,17,2,10,,,1,1
2005,2022-01-11,KS,12306,"MC LOUTH MUNICIPAL SYSTEM, CITY OF",0,0,0,0,0,0,0.37,1,5,1,,,7.37,0,0,0,0,0,27,15,337,26,,,1,1
2005,2022-01-11,KS,12396,MIAMI PIPELINE CO,6.5,6.5,1,5,0,0,0,3.5,0,0,,,16,28,0,0,0,0,0,18,24,0,,,1,1
2005,2022-01-11,KS,12479,MIDWEST ENERGY INC,10.68,10.68,0,501.78,193.16,1047.14,431.42,240.48,302.24,262.42,,,2989.32,206,0,2885,5890,12809,8942,3598,4923,1331,,,1,1
2005,2022-01-11,KS,12516,"MILFORD MUNICIPAL GAS SYSTEM, CITY OF",0,0,0,0,0,0,10,3,1,0,,,14,0,0,0,0,0,180,194,3,5,,,1,1
2005,2022-01-11,KS,12846,"MOUNDRIDGE GAS DEPT, CITY OF",0,0,0,0,0,2,3,2,8,1,,,16,0,0,0,0,33,43,46,408,49,,,1,1
2005,2022-01-11,KS,12897,"MULBERRY, CITY OF",0,0,0,0,0,0,17,0,0,0,,,17,0,0,0,0,0,349,56,22,9,,,1,1
2005,2022-01-11,KS,13210,"NEODESHA GAS DEPT, CITY OF",0,0,4,0,3,0,1,4,8,1,,,21,0,0,0,799,0,0,47,572,27,,,1,1
2005,2022-01-11,KS,13220,NEOSHO RAPIDS GAS SYSTEM,0,0,0,0,0,7,0,0,0,0,,,7,0,0,0,0,120,3,5,4,3,,,1,1
2005,2022-01-11,KS,14370,OSAGE CITY MUNICIPAL GAS SYSTEM,0,0,0,10,0,1,1,15,6,0,,,33,0,0,495,0,43,43,597,240,18,,,1,1
2005,2022-01-11,KS,15070,"PALMER MUNICIPAL SYSTEM, CITY OF",0,0,0,0,0,9,0,0,0,0,,,9,0,0,0,0,67,3,2,1,2,,,1,1
2005,2022-01-11,KS,15147,PARTRIDGE GAS DISTRIBUTION SYSTEM,0,0,0,0,0,5,1,0,0,0,,,6,0,0,0,0,115,2,0,0,0,,,1,1
2005,2022-01-11,KS,15175,PAWNEE ROCK GAS SERVICE,0,0,0,0,16,0,0,0,0,0,,,16,0,0,0,126,0,0,0,0,1,,,1,1
2005,2022-01-11,KS,17110,"READING, CITY OF",0,0,0,0,0,3.5,0,0,0,0,,,3.5,0,0,0,0,119,0,0,0,0,,,1,1
2005,2022-01-11,KS,17730,"ROZEL MUNICIPAL GAS SYSTEM, CITY OF",0,0,0,0,0,16,0,0,0,0,,,16,0,0,0,0,120,0,0,1,2,,,1,1
2005,2022-01-11,KS,18132,"SAWYER GAS DEPT, CITY OF",0,0,0,0,0,3,0,0,0,0,,,3,0,0,0,0,126,0,0,0,0,,,1,1
2005,2022-01-11,KS,18188,"HAINES PIPELINE SERVICE, INC.",0,0,0,0,0,0,0,0,9,0,,,9,0,0,0,0,0,0,0,194,0,,,1,1
2005,2022-01-11,KS,18228,"SHARON GAS DEPT, CITY OF",0,0,0,0,0,0,0,5,0,0,,,5,0,0,0,0,0,0,130,0,0,,,1,1
2005,2022-01-11,KS,18572,"SPEARVILLE GAS SYSTEM, CITY OF",0,0,0,0,0,11,0,2,0,0,,,13,0,0,0,0,240,42,28,13,12,,,1,1
2005,2022-01-11,KS,18800,"SYLVIA MUNICIPAL GAS DEPT, CITY OF",0,0,0,6,0,0,5,0,0,0,,,11,0,0,183,0,0,0,1,0,2,,,1,1
2005,2022-01-11,KS,20180,"UNIONTOWN GAS DEPT, CITY OF",0,0,0,0,0,9,0,0,2,0,,,11,0,0,0,0,109,30,8,16,7,,,1,1
2005,2022-01-11,KS,21330,VIOLA GAS DEPT,0,0,0,0,2.5,0,0,0,1.75,0,,,4.25,0,0,0,26,16,22,7,13,8,,,1,1
2005,2022-01-11,KS,22120,"WALTON, CITY OF",0,0,0,0,0,9,0,0,2,0,,,11,0,0,0,0,120,0,0,10,5,,,1,1
2005,2022-01-11,KS,22532,"WETMORE GAS DEPT, CITY OF",0,0,0,0,0,5,0,0,0,0,,,5,0,0,0,0,180,0,0,0,0,,,1,1
2005,2022-01-11,KS,22714,"WINDOM, CITY OF",0,0,0,0,0,0,0,2,0,0,,,2,0,0,0,0,0,0,90,0,0,,,1,1
2005,2022-01-11,KS,22725,"WINFIELD GAS DEPT, CITY OF",0,0,0,0,0,6,12,16,34,25,,,93,0,0,0,165,220,220,220,2130,1878,,,1,1
2005,2022-01-11,KS,30058,"BELLEVILLE, CITY OF, MUNICIPAL GAS DEPT",25.13,25.13,0,0,0,0,0,0,2.41,0.23,,,27.77,1324,0,0,0,0,0,0,86,35,,,1,1
2005,2022-01-11,KS,30062,"BRADKEN-ATCHISON/ST. JOSEPH, INC",0,0,0,0,0,0,0,0,2,0,,,2,0,0,0,0,0,0,0,1,0,,,1,1
2005,2022-01-11,KS,30556,MORLAND CITY OF,0,0,0,0,0,0,0,0,27.66,0,,,27.66,0,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KS,30557,HAVENSVILLE GAS,0,0,0,0,0,0,0,4,0,0,,,4,0,0,0,0,0,0,109,0,0,,,1,1
2005,2022-01-11,KS,31092,"KM FEEDERS, LLC",0,0,0,0,0,0,0,0,3,0,,,3,0,0,0,0,0,0,0,1,0,,,1,1
2005,2022-01-11,KS,31100,DANISCO CULTOR USA INC,0,0,0,0,0,0,0,0,3,0,,,3,0,0,0,0,0,0,0,1,0,,,1,1
2005,2022-01-11,KS,31159,"KANSAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",25,25,1353,374,1439,1544,1492,1620,1781,1241,,,10869,0,24859,6287,25013,95172,79358,106230,176705,107003,,,1,1
2005,2022-01-11,KS,31206,"WICHITA GAS PRODUCERS, LLC",0,0,0,0,0,0,0,0,11,0,,,11,0,0,0,0,0,0,0,1,0,,,1,1
2005,2022-01-11,KS,31264,AQUILA NETWORKS,410,410,78,23,214,600,359,209,326,164,,,2383,34693,302,276,3273,3185,6928,11831,24257,11702,,,1,1
2005,2022-01-11,KS,31317,HAWKER BEECHCRAFT CORPORATION,0,0,0,14,0,0,0,0,0,0,,,14,0,0,2,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KS,31539,"HANSON ENGINEERING, L.C.",0,0,0,0,0,0,0,0,163,30,,,193,0,0,0,0,0,0,0,208,35,,,1,1
2005,2022-01-11,KS,31971,"SUPERIOR ENERGY SERVICES, LLC",0,0,0,0,0,17,97,0.2,0,0,,,114.2,0,0,0,0,50,134,0,0,0,,,1,1
2005,2022-01-11,KY,648,"ARLINGTON GAS SYSTEM, CITY OF",0,0,0,0,0,21,0,0,0,0,,,21,0,0,0,0,410,20,4,30,18,,,1,1
2005,2022-01-11,KY,864,"AUGUSTA, CITY OF",27,27,0,0,0,0,0,0,0,4,,,31,550,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KY,927,AUXIER ROAD GAS CO INC,0,0,0,0,0,5,15,10,2,8,,,40,0,0,0,0,100,150,150,50,50,,,1,1
2005,2022-01-11,KY,976,"BURKESVILLE GAS CO, INC.",0,0,0,0,0,0,0,14,2,0.75,,,16.75,0,0,0,0,0,0,51,338,99,,,1,1
2005,2022-01-11,KY,1120,"BARDWELL GAS SYSTEM, CITY OF",0,0,0,0,0,31,0,0,0,0,,,31,0,0,0,0,830,0,0,8,25,,,1,1
2005,2022-01-11,KY,1128,BARLOW NATURAL GAS SYSTEM,0,0,0,0,0,22,0,0,0,0,,,22,0,0,0,0,350,9,10,10,10,,,1,1
2005,2022-01-11,KY,1240,BELFRY GAS INC,26,26,0,0,0,0,0,0,0,0,,,26,580,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KY,1328,"BENTON GAS SYSTEM, CITY OF",0,0,0,0,20,37,10,10,166,21.5,,,264.5,0,0,0,300,700,500,1200,1988,1139,,,1,1
2005,2022-01-11,KY,1816,"BROOKSVILLE UTILITIES, TOWN OF",0,0,0,0,0,12,8,5,39,8,,,72,0,0,0,0,330,55,75,200,78,,,1,1
2005,2022-01-11,KY,1985,B & H GAS CO,0,0,0,0,0,0,0,0,13,0,,,13,0,0,0,0,0,0,0,319,0,,,1,1
2005,2022-01-11,KY,2096,"CARLISLE GAS SYSTEM, CITY OF",0,0,0,0,0,0,4,11,0,0,,,15,0,0,0,0,0,50,850,45,10,,,1,1
2005,2022-01-11,KY,2472,"CLAY NATURAL GAS SYSTEM, CITY OF",0,0,0,20,0,0,1,0,3,0,,,24,10,0,538,0,0,72,0,69,55,,,1,1
2005,2022-01-11,KY,2508,"CLINTON GAS SYSTEM, CITY OF",0,0,0,0,0,26,0,0,0,0,,,26,0,0,0,0,800,20,21,17,15,,,1,1
2005,2022-01-11,KY,2585,COLUMBIA GAS OF KENTUCKY INC,0,0,138.08,139,397,579.54,225.85,383.24,485.15,169,,,2516.86,0,10,798,13445,22486,16714,21429,44023,16578,,,1,1
2005,2022-01-11,KY,2624,COLUMBIA UTILITIES COMMISSION,28,28,0,0,0,0,0,5,3,7,,,43,1310,0,0,0,0,0,0,0,116,,,1,1
2005,2022-01-11,KY,3260,DELTA NATURAL GAS CO INC,47,47,0,1,11,103,259,320,586,167,,,1494,20355,0,0,0,0,0,0,18637,6958,,,1,1
2005,2022-01-11,KY,3285,DEMA GAS CO INC,3,3,0,0,0,0,0,0,0,0,,,3,0,0,0,0,0,0,0,0,17,,,1,1
2005,2022-01-11,KY,3538,DRAKESBORO NATURAL GAS CO,0,0,0,0,0,22,0,0,0,25,,,47,0,0,0,0,575,0,0,0,191,,,1,1
2005,2022-01-11,KY,4260,EDMONTON GAS CO,27,27,0,0,12,1,0,19,32,5,,,96,134,0,0,165,8,40,27,740,37,,,1,1
2005,2022-01-11,KY,4360,ELIZABETHTOWN NATURAL GAS,0,0,0,0,34,75,37,38,52,12,,,248,0,0,0,1483,2616,1277,960,1552,673,,,1,1
2005,2022-01-11,KY,4510,"EQUITABLE GAS COMPANY, LLC",0,0,0,0,0,0,0,0,0,0,,,0,3593,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KY,5230,FLEMINGSBURG UTILITIES SYSTEM,72,72,0,0,0,0,0,0,0,0,,,72,1062,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KY,5680,FULTON GAS SYSTEM,38,38,0,0,0,0,0,1,2,0,,,41,1166,0,0,0,0,0,20,6,5,,,1,1
2005,2022-01-11,KY,6620,"GRAYSON UTILITIES COMMISSION, CITY OF",0,0,0,0,6,1,2,2,48,1,,,60,0,0,0,150,25,20,12,941,15,,,1,1
2005,2022-01-11,KY,7075,HARDIN NATURAL GAS SYSTEM,0,0,0,0,0,14,0,0,13,0,,,27,0,0,0,0,300,0,9,342,0,,,1,1
2005,2022-01-11,KY,7185,"HAZARD GAS CO, CITY OF",0,0,0,0,0,0,61,0,0,-6,,,55,0,0,0,0,0,3000,0,-350,-368,,,1,1
2005,2022-01-11,KY,7220,HENDERSON MUNICIPAL GAS,27,27,39,18,34,25,30,20,33,15,,,241,633,1718,1698,1094,1444,1477,602,746,321,,,1,1
2005,2022-01-11,KY,7255,"HICKMAN GAS DEPT, CITY OF",0,0,0,0,20,0,0,4,5,0,,,29,0,0,0,850,50,15,10,10,0,,,1,1
2005,2022-01-11,KY,9260,JOHNSON COUNTY GAS CO INC,0,0,0,0,0,0,0,20,12,0,,,32,0,0,0,0,0,0,308,125,0,,,1,1
2005,2022-01-11,KY,10210,KEVIL NATURAL GAS SYSTEM,0,0,0,0,0,11,0,0,0,0,,,11,0,0,0,0,350,43,23,25,20,,,1,1
2005,2022-01-11,KY,10350,"KUTTAWA NATURAL GAS, CITY OF",0,0,0,0,0,38,1,5,13,13,,,70,0,0,0,0,578,36,26,62,42,,,1,1
2005,2022-01-11,KY,11016,LA CENTER NATURAL GAS SYSTEM,0,0,0,0,0,11,0,0,0,0,,,11,0,0,0,0,500,14,13,6,6,,,1,1
2005,2022-01-11,KY,11368,LEITCHFIELD GAS SYSTEM UTILITIES,88,88,0,0,0,0,0,2,11,7,,,108,1419,0,0,0,0,0,196,673,61,,,1,1
2005,2022-01-11,KY,11410,LEWISPORT NATURAL GAS SYSTEM,0,0,0,0,0,0,0,0,86,5,,,91,0,0,0,0,0,0,0,1149,1,,,1,1
2005,2022-01-11,KY,11472,"LIBERTY GAS SYSTEM, CITY OF",0,0,0,0,20,13,0,0,0,0,,,33,0,0,0,550,98,0,0,0,0,,,1,1
2005,2022-01-11,KY,11584,LIVERMORE GAS SERVICES,0,0,0,0,0,0,0,0,0,13,,,13,0,0,0,0,0,0,0,0,612,,,1,1
2005,2022-01-11,KY,11824,LOUISVILLE GAS & ELECTRIC CO,248,248,51,33,503,876,421,360,1036,569,,,4097,1426,7510,4779,31950,51264,36827,34453,80444,58005,,,1,1
2005,2022-01-11,KY,12208,MARTIN GAS INC,0,0,0,0,0,0,0,12,6,0,,,18,0,0,0,0,0,0,392,78,20,,,1,1
2005,2022-01-11,KY,12774,MOREHEAD MUNICIPAL UTILITIES PLANT BOARD,0,0,0,0,0,1.5,0,38,6.93,8,,,54.43,0,0,0,0,20,20,1650,25,15,,,1,1
2005,2022-01-11,KY,12778,"MORGANFIELD GAS SYSTEM, CITY OF",0,0,0,0,25,14,13,30,27,2,,,111,0,0,0,1300,276,177,400,189,31,,,1,1
2005,2022-01-11,KY,12780,MORGANTOWN NATURAL GAS SYSTEM,0,0,0,0,0,20,9,10,23,1,,,63,0,0,0,0,412,216,388,209,105,,,1,1
2005,2022-01-11,KY,12918,MURRAY NATURAL GAS SYSTEM,0,0,0,0,53,17,17,36,42,32,,,197,0,0,0,920,1345,783,1301,2361,690,,,1,1
2005,2022-01-11,KY,14140,EAST KENTUCKY UTILITIES INC,0,0,0,0,0,0,0,34,0,0,,,34,0,0,0,0,0,0,1237,0,0,,,1,1
2005,2022-01-11,KY,14280,OLIVE HILL NATURAL GAS SYSTEM,23,23,0,0,0,0,0,0,0,0,,,23,779,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KY,15035,PAINTSVILLE CITY GAS SYSTEM,62,62,0,0,0,0,0,2,1,1,,,66,2390,0,0,0,0,0,41,0,28,,,1,1
2005,2022-01-11,KY,15091,PUBLIC GAS CO,0,0,0,0,0,0,7,20,16,6,,,49,0,0,0,0,0,118,427,746,504,,,1,1
2005,2022-01-11,KY,15126,PARIS - HENRY COUNTY PUBLIC UTIL DIST,0,0,0,0,0,0,0,5,2,0,,,7,0,0,0,0,0,0,150,30,11,,,1,1
2005,2022-01-11,KY,15854,PRESTONSBURG CITY UTILITIES,0,0,0,0,0,0,0,25,21,8,,,54,0,0,0,0,0,0,840,53,87,,,1,1
2005,2022-01-11,KY,15903,"PROVIDENCE, CITY OF",48,48,0,0,0,0,0,0,0,0,,,48,1743,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KY,17390,RICHMOND NATURAL GAS & SEWAGE WKS,0,0,0,0,17,12,6,15,27,11,,,88,0,0,0,454,918,1691,877,721,393,,,1,1
2005,2022-01-11,KY,18144,SCOTTSVILLE GAS CO,0,0,0,0,0,0,27,0,0,0,,,27,1435,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KY,18676,STURGIS NATURAL GAS SYSTEM,1,1,0,0,41,0,0,2,1,0,,,45,995,0,0,0,0,0,18,48,0,,,1,1
2005,2022-01-11,KY,20110,DUKE ENERGY KENTUCKY,0,0,71,6,43,201,123,152,369,313,,,1278,1177,3019,1043,2867,8822,8738,10597,29253,25267,,,1,1
2005,2022-01-11,KY,20211,ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),0,0,0,0,0,0,0,0,3,0,,,3,0,0,0,0,0,0,0,15,0,,,1,1
2005,2022-01-11,KY,21120,VANCEBURG UTILITIES GAS DEPT,0,0,0,0,11,0,0,7,0,0,,,18,0,0,0,300,100,100,73,0,0,,,1,1
2005,2022-01-11,KY,22468,WESTERN LEWIS RECTORVILLE GAS & WATER DISTRICT,28,28,0,0,0,0,0,0,0,0,,,28,658,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KY,22476,ATMOS ENERGY CORPORATION - KY/MID-STATES (KENTUCKY),7,7,15,194,586,808,433,615,671,310,,,3639,84,117,8362,31191,35169,42401,25545,25823,6628,,,1,1
2005,2022-01-11,KY,22602,WICKLIFFE NATURAL GAS SYSTEM,0,0,0,0,0,24,0,0,0,0,,,24,0,0,0,0,611,2,5,5,5,,,1,1
2005,2022-01-11,KY,26359,"GASCO DISTRIBUTION SYSTEMS OF KY, INC.",25,25,0,0,0,0,0,0,0,0,,,25,185,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KY,30048,"COW CREEK GAS, INC.",6,6,0,0,0,0,0,0,0,0,,,6,0,0,0,0,0,0,0,0,76,,,1,1
2005,2022-01-11,KY,30524,WHEELWRIGHT UTILITY COMMISSION,0,0,0,0,0,0,0,4,0,0,,,4,0,0,0,0,0,0,251,0,0,,,1,1
2005,2022-01-11,KY,30568,CITY OF PIKEVILLE,67,67,0,0,0,0,0,0,0,0,,,67,1747,0,0,0,0,0,0,0,0,,,1,1
2005,2022-01-11,KY,30894,"BLUEGRASS GAS SALES, INC.",0,0,0,0,0,0,0,0,46,3,,,49,0,0,0,0,0,0,0,471,249,,,1,1
2005,2022-01-11,KY,30974,CITIPOWER,0,0,0,0,0,0,0,0,114,0,,,114,0,0,0,0,0,0,0,39,0,,,1,1
2005,2022-01-11,KY,31360,MILLENNIUM ENERGY INC,0,0,0,0,0,0,0,0,6,2,,,8,0,0,0,0,0,0,0,25,65,,,1,1
2005,2022-01-11,KY,31412,GUTHRIE NATURAL GAS,0,0,0,0,0,0,0,0,12,2,,,14,0,0,0,0,0,0,0,148,38,,,1,1
2005,2022-01-11,KY,31831,SENTRA CORPORATION,0,0,0,0,0,0,0,0,0,38,,,38,0,0,0,0,0,0,0,0,215,,,1,1
2005,2022-01-11,LA,27,ABITA SPRINGS NAT GAS & WATER,0,0,0,0,0,0,0,0,0,26,,,26,0,0,0,0,0,0,0,0,674,,,1,1
