NAME,OPERATOR_ID,SIGNIFICANT,IYEAR,LOCAL_DATETIME,LOCATION_LATITUDE,LOCATION_LONGITUDE,UNINTENTIONAL_RELEASE,INTENTIONAL_RELEASE,FATALITY_IND,FATAL,INJURY_IND,INJURE,EXPLODE_IND,IGNITE_IND,NUM_PUB_EVACUATED,TOTAL_COST_CURRENT,CAUSE,COMMODITY_RELEASED_TYPE,NARRATIVE,SYSTEM_TYPE,UNITS,TOTAL_RELEASE,MDY,IMONTH,MSYS,ILOC,MoYr
PHILLIPS 66 PIPELINE LLC,31684,YES,2017,2017-02-09T18:50:00Z,29.859893,-90.449469,13465,0,YES,1,YES,1,NO,YES,11,4885522.59058911,INCORRECT OPERATION,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,THE VP-01 PIPELINE WAS BEING CLEANED USING A MAINTENANCE PIG ON 2/9/17 IN PREPARATION FOR A SMART TOOL RUN. THERE WERE SIX PERSONNEL THREE EMPLOYEES AND THREE CONTRACTORS WORKING - AT THE SCRAPER TRAP TO RECEIVE THE MAINTENANCE PIG. DURING THIS PROCESS THERE WAS A FIRE AT THE SITE.     UPDATE FOR SUPPLEMENTAL REPORT DATED 4/11/2017: NEW INFORMATION WAS RECEIVED FROM CONTRACTOR ON 3/14/2017 RELATED TO DRUG AND ALCOHOL TESTING RESULTS.     UPDATE FOR FINAL REPORT ON 12/04 /2017. UPDATED REPORT TO REFLECT INFORMATION FROM FINAL INVESTIGATION REPORT.   CORRECTION ITEMS IDENTIFIED WITHIN THE FINAL REPORT ARE BEING EVALUATED AND ADDRESSED. TRAINING HAS BEEN COMPLETED AND REINFORCED THROUGH MENTORING.      UPDATED ON 2-8-2018 TO REFLECT COST OF PRODUCT.,HL (Hazardous Liquids),US BBLs,13465,2017-02-09,2,HL,"Paradis, LA",2017-02-01
"ONEOK WESTEX TRANSMISSION, LLC",31531,YES,2017,2017-03-02T19:53:00Z,31.43272,-102.94897,69217,0,NO,0,NO,0,NO,NO,0,147621.098557692,INCORRECT OPERATION,"NATURAL GAS","ON 2 MARCH 2017 AT 15:45 P.M. MAINTENANCE CONCERNS REGARDING FILTERS AT THE RECENTLY CONSTRUCTED WICKETT II TURBINE COMPRESSOR STATION PROMPTED AN INSPECTION, DURING WHICH A CONSTRUCTION INSPECTOR CLOSED THREE VALVES TO FACILITATE THE MAINTENANCE INSPECTION. THE VALVE CLOSURES RESULTED IN ISOLATING THE GAS SUPPLY LINES THAT SUPPLIED THE ACTUATOR FOR THE SUCTION PIPING ESD VENT VALVE. A PRESSURE REGULATOR ON THE GAS SUPPLY LINE ASSOCIATED WITH THE SUCTION PIPING ESD VENT VALVE SUBSEQUENTLY MALFUNCTIONED CAUSING THE VENT VALVE TO FAIL OPEN AT APPROXIMATELY 19:53 P.M. THE CONTROLLER OBSERVED THE SCADA ALARM AND ACKNOWLEDGED THE EVENT IN THE SYSTEM BUT HE FAILED TO RECOGNIZE THE POTENTIAL CAUSE AND MISINTERPRETED THE ALARM. HE DID NOT CALL OUT ANY FIELD EMPLOYEES TO INVESTIGATE THE CAUSE OF THE ALARM AND SUBSEQUENTLY, 69,217 MCF OF GAS VENTED TO ATMOSPHERE. THE VENT REMAINED OPEN UNTIL AN EMPLOYEE ARRIVED ON LOCATION AT 06:30 A.M. ON 3 MARCH 2017. AT APPROXIMATELY 06:58 A.M. THE EMPLOYEE RESTORED PRESSURE TO THE GAS SUPPLY LINES AND CLOSED THE VENT VALVE STOPPING THE VENTING OF GAS. IN THE IMMEDIATE AFTERMATH OF THE INCIDENT DIFFICULTY IN DETERMINING THE START TIME OF THE VENTING WAS THE PRIMARY CAUSE OF THE DELAY FOR DETERMINING THIS RELEASE EXCEEDED 3,000 MCF. TO CORRECT THE SITUATION OPERATIONS PERSONAL HAVE AUGMENTED THE LOGIC OF THE PLC SYSTEM TO ESD THE ENTIRE STATION WHEN EITHER THE DISCHARGE PIPING OR SUCTION PIPING ESD VENT VALVES OPEN FOR ANY REASON.",GT (Gas Transmission),mscf,69217,2017-03-02,3,Gas,"Not Within A Municipality, TX",2017-03-01
ENTERPRISE PRODUCTS OPERATING LLC,31618,YES,2017,2017-03-21T12:30:00Z,29.052181,-95.351156,2,4000,NO,0,NO,0,NO,NO,0,300773.619859207,MATERIAL FAILURE OF PIPE OR WELD,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"AT 12:40 ON 3/21/2017 A 3RD PARTY CALLED LOCAL OPERATING PERSONNEL TO INFORM THEM OF A GAS SMELL.  AN ENTERPRISE TECHNICIAN ARRIVED AT 14:15 AND VERIFIED LEL WAS PRESENT OVER AN ENTERPRISE PIPELINE.  THE LINE HAD BEEN PREVIOUSLY SHUT DOWN BUT WAS BLOCKED IN AFTER DISCOVERY OF THE LEAK.  AN ESTIMATED 2 BBLS OF ETHANE/PROPANE MIX WAS RELEASED.    APPROXIMATELY 3.9 MILES OF LINE WAS FLARED (BLOCK VALVE TO BLOCK VALVE) AND THE LEAK SITE WAS EXCAVATED, UNCOVERING A PINHOLE LEAK.  THE FAILED SECTION OF PIPE WAS CUT OUT AND REPLACED.  THE LINE WAS FILLED WITH PRODUCT AT 17:50 ON 3/29/2017.    AT 18:00 ON 3/21 IT WAS DETERMINED THAT THE TOTAL COST WOULD EXCEED $50,000, NECESSITATING AN NRC CALL WHICH WAS MADE 18:58.    THE CAUSE IS UNDER INVESTIGATION AND THE FAILED SECTION OF PIPE WAS SENT IN FOR METALLURGICAL ANALYSIS.  A FINAL REPORT WILL BE SUBMITTED UPON RECEIPT OF THE RESULTS.    NO COSTS ASSOCIATED WITH EMERGENCY RESPONSE OR ENVIRONMENTAL REMEDIATION.  THE AREA WAS FLAGGED OFF.  THE AREA WAS BACKFILLED WITH EXISTING SOIL.    5/31/2017  IT WAS DETERMINED FROM THE METALLURGICAL ANALYSIS THAT THE ORIGINAL CRACK WAS PREDOMINATELY FORMED DURING MANUFACTURING.",HL (Hazardous Liquids),US BBLs,4002,2017-03-21,3,HL,"Clute, TX",2017-03-01
CITIZENS GAS & COKE UTILITY,2392,YES,2017,2017-04-18T17:30:00Z,39.06654,-87.03437,41524,2010,NO,0,NO,0,NO,NO,20,264305.6533278,INCORRECT OPERATION,"NATURAL GAS","THE EVENING OF APRIL 18, 2017, A CONTRACTOR FOR CITIZENS GAS WAS PERFORMING MAINTENANCE ON A NATURAL GAS WELL THAT IS PART OF CITIZENS' UNDERGROUND STORAGE FACILITIES NEAR WORTHINGTON, INDIANA.  AT APPROXIMATELY 5:30 P.M., THE CONTRACTORS FLUID AND GEL PLUG THAT WAS SET TO TEMPORARILY CONTAIN THE WELL PRESSURE FAILED AND GAS BEGAN VENTING FROM THE WELL.  - CITIZENS IMMEDIATELY IMPLEMENTED ITS WELL CONTROL CONTINGENCY PLAN AND BEGAN WORKING WITH LOCAL FIRE, POLICE AND OTHER AGENCIES TO TAKE MAKE-SAFE ACTIONS AND TO CONTROL THE WELL AND RESUME NORMAL OPERATIONS AS QUICKLY AS POSSIBLE.  - AS A PRECAUTIONARY MEASURE TO AVOID ANY ACCIDENTAL IGNITION SOURCES, ELEVEN (11) NEARBY HOMES WERE EVACUATED AND ELECTRIC POWER WAS SHUT OFF TO APPROXIMATELY 50 HOMES.  ADDITIONALLY, PORTIONS OF STATE ROAD 67 AND LOCAL ROADS NEAR THE WELL SITE WERE CLOSED TEMPORARILY.  - BY THE EVENING OF APRIL 19, STEPS WERE TAKEN TO REDUCE THE FLOW FROM THE WELL.  A VALVE WAS INSTALLED BRINGING THE WELL UNDER CONTROL AND NORMAL, SAFE OPERATIONS RESUMED.  ALL RESIDENTS THAT WERE EVACUATED FROM THEIR HOMES WERE ALLOWED TO RETURN AND THE LOCAL ROADS THAT WERE CLOSED HAD REOPENED TO TRAFFIC.  POWER HAS ALSO BEEN RESTORED TO ALL HOMES AFFECTED BY THE INCIDENT.  - NO INJURIES OR FIRE OCCURRED AS A RESULT OF THE INCIDENT.    NRC REFERENCE NUMBERS  1) 1176036 - INITIAL REPORT 4/18/2017 @ 8:29PM  2) CALL MADE ON 4/19/2017 @ ~6PM TO NOTIFY THAT ISSUE HAD BEEN RESOLVED (NO REFERENCE NUMBER)  3) 1176216 - 48 HOUR FOLLOW-UP 4/20/2017 @ 3:44PM    -AFTER ACTION REVIEW HELD WITH EXTERNAL EMERGENCY RESPONDERS AND LOCAL AUTHORITIES (5/19/2017)  -ROOT CAUSE ANALYSIS REPORT INVESTIGATION COMPLETE (7/27/2017)  -DEBRIEFING WITH STATE REGULATORY COMMISSION PIPELINE SAFETY DEPARTMENT (8/31/2017)    -WELL REMAINED OUT OF SERVICE FROM APRIL 2017 (POST-INCIDENT) THROUGH MAY 2018  -APPROVED PLAN FROM CONTINUED WORK TO REMOVE LEGACY TUBING FROM WELL (4/10/2018)  -REMOVED OLD COIL TUBING; INSTALLED NEW TUBING;  SUCCESSFULLY LOGGED THE WELL (MAY 2018)  -WELL PLACED BACK IN SERVICE (5/14/2018)",UNGS (Underground Natural Gas Storage),mscf,43534,2017-04-18,4,Gas,"Worthington, IN",2017-04-01
"ONEOK NGL PIPELINE, LLC",32109,YES,2017,2017-04-10T17:05:00Z,32.778539,-104.243318,3,1000,NO,0,NO,0,NO,NO,0,77228.0340866988,CORROSION FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"ON 4/10/2017, WHILE MARKING THE ONEOK ARTESIA LATERAL FOR AN UPCOMING INTERNAL INSPECTION TOOL RUN, ONEOK CONTRACTORS IDENTIFIED FROST ON THE GROUND ABOVE THE PIPELINE.  ONEOK FIELD OPERATIONS PERSONNEL WERE NOTIFIED AND CONFIRMED THE LEAK TO BE OVER THE ONEOK PIPELINE.  PIPELINE WAS SHUT DOWN AND EXCAVATED EXPOSING AN ICE BALL ON THE PIPE.  PIPELINE WAS PURGED OF HYDROCARBONS AND SECTION OF PIPE WAS REMOVED AND REPLACED WITH PREVIOUSLY TESTED PIPE.  THE PIPELINE WAS RETURNED TO FULL OPERATIONS AT 15:30 ON 4/13/2017.  FIELD EXAMINATION IDENTIFIED A PINHOLE IN THE PIPE HAD OCCURRED DUE TO CORROSION.",HL (Hazardous Liquids),US BBLs,1003,2017-04-10,4,HL,"Not Within A Municipality, NM",2017-04-01
"EAST CHEYENNE GAS STORAGE, LLC",32655,YES,2017,2017-05-25T16:20:00Z,40.96661,-103.22107,91000,0,NO,0,NO,0,NO,NO,16,2537770.94792943,EQUIPMENT FAILURE,"NATURAL GAS",WHILE PERFORMING MAINTENANCE ACTIVITIES ON THE WP-D005-1 INJECTION/WITHDRAWAL WELL THE WELL KICKED AND CONTROL OF WELL WAS LOST.  WELL WAS ISOLATED FROM SURFACE FACILITY SYSTEM AT TIME OF INCIDENT.  CONTROL OF WELL WAS REGAINED WITHIN 44 HOURS OF START OF INCIDENT.,UNGS (Underground Natural Gas Storage),mscf,91000,2017-05-25,5,Gas,"Not Within A Municipality, CO",2017-05-01
LACLEDE GAS CO,11032,YES,2017,2017-05-06T06:30:00Z,38.587043,-90.18232,1519,0,NO,0,NO,0,NO,NO,0,96728.1452389774,EQUIPMENT FAILURE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"LEAK ON HVL LINE CALLED IN BY AN OUTSIDE PARTY AT APPROXIMATELY 6:30AM ON SATURDAY, MAY 6, 2017.  LACLEDE PIPELINE PERSONNEL ON SITE AT APPROXIMATELY 7:30 AM; IMMEDIATELY STARTED NOTIFICATION AND SHUTDOWN PROCEDURES.  THE LEAK WAS ISOLATED AS SOON AS POSSIBLE BY CLOSING THE NEAREST UPSTREAM AND DOWNSTREAM BLOCK VALVES.  DISCUSSIONS BETWEEN PIPELINE PERSONNEL ON SITE AND MANAGEMENT DETERMINED THAT THIS COULD BE A FEDERAL REPORTABLE ACCIDENT BECAUSE POTENTIAL REPAIR COSTS COULD EXCEED $50,000 AT APPROXIMATELY 11:08 AM CDT.  THE NRC WAS CALLED AT 11:39AM CDT, NRC INCIDENT REPORT #1177602.  THE NRC WAS NOTIFIED THAT THE LINE HAD BEEN SHUT IN AND THE RELEASE SECURED.  ALSO, THAT THE LEAK SITE HAD BEEN CORDONED OFF AND WOULD BE MONITORED BY PIPELINE PERSONNEL UNTIL THE LINE COULD BE ISOLATED AND REPAIRED.  THE 48 HOUR RENOTIFICATION WAS MADE ON MONDAY, MAY 8, 2017 AT 11:24 CDT; NRC INCIDENT REPORT #1177752.  A NO CHANGE IN STATUS WAS REPORTED.  A LINE PURGE AND REPAIR PLAN WAS DEVELOPED AND SET INTO MOTION ON TUESDAY, MAY 9, 2017.  THE LEAK SITE WAS EXCAVATED ON WEDNESDAY, MAY 10 AND THE SOURCE OF THE LEAK WAS FOUND TO BE A LEAKING INSULATED FLANGE.  THE LEAKING FLANGE WAS CUT OUT ON THURSDAY, MAY 11 AND A NEW SPOOL PIECE WELDED IN ITS PLACE.  A LINE REFILL PLAN WAS FORMALIZED OVER THE WEEKEND AND THE LINE WAS REFILLED AND RETURNED TO SERVICE TUESDAY, MAY 16.  THE OTHER ELEVEN (11) BURIED FLANGES ALONG THE LINE WILL BE LOCATED AND A COMPLETE EVALUATION MADE OF THEIR INTEGRITY.  MITIGATIVE ACTIONS WILL BE TAKEN IF NECESSARY.",HL (Hazardous Liquids),US BBLs,1519,2017-05-06,5,HL,"Sauget, IL",2017-05-01
"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",19235,YES,2017,2017-06-09T14:00:00Z,28.9208333,-93.0316666,11400,48500,NO,0,NO,0,NO,NO,0,189298.224235472,EQUIPMENT FAILURE,"NATURAL GAS","ON JUNE 9, 2017 ENBRIDGE PERSONNEL WERE ABOARD THE WEST CAMERON BLOCK 272 PLATFORM WHEN A GAS RELEASE WAS DISCOVERED AT A 1/2-INCH DIAMETER ZERK ON A TEXAS EASTERN TRANSMISSION, LP 30-INCH LINE 41 CHECK VALVE.  THE CAUSE OF THE LEAK WAS DUE TO EXTERNAL CORROSION IN THE THREADS ON THE ZERK.  REPLACEMENT OF THE ZERK WAS PERFORMED AND THE PIPELINE WAS RETURNED TO SERVICE JULY 1, 2017.",GT (Gas Transmission),mscf,59900,2017-06-09,6,Gas,"NA County, NA",2017-06-01
"PLAINS PIPELINE, L.P.",300,YES,2017,2017-06-28T13:46:00Z,35.938783,-97.994858,740,0,NO,0,NO,0,NO,NO,0,702275.213041868,CORROSION FAILURE,CRUDE OIL,"APPROXIMATELY 740 BBLS OF CRUDE OIL WERE RELEASED AS A RESULT OF INTERNAL CORROSION. THE FAILED SEGMENT OF PIPE HAS BEEN SENT TO A LAB TO UNDERGO METALLURGICAL ANALYSIS; THEREFORE, A SUPPLEMENTAL REPORT WILL BE SUBMITTED ONCE THE CAUSE IS CONFIRMED. THE NATIONAL RESPONSE CENTER (NRC) WAS NOTIFIED AND ASSIGNED INITIAL REPORT #1182539. A FOLLOW-UP CALL TO THE NRC, ASSIGNED REPORT #1182742.     SUPPLEMENTAL NARRATIVE:  THE RESULTS OF THE METALLURGICAL ANALYSIS INDICATE THE LEAK OCCURRED DUE TO INTERNAL CORROSION, ASSOCIATED WITH A PIT  AND PRIMARILY DUE TO THE PRESENCES OF DISSOLVED CO2. THE MICROBIOLOGICAL DATA OBTAINED DID NOT SUPPORT MIC AS A CONTRIBUTING MECHANISM. THE LINE REMAINS PURGED AT THIS TIME.",HL (Hazardous Liquids),US BBLs,740,2017-06-28,6,HL,"Dover, OK",2017-06-01
TRANSCOLORADO GAS TRANSMISSION COMPANY LLC,19580,YES,2017,2017-07-28T19:11:00Z,36.73511,-107.966422,27410,0,NO,0,NO,0,NO,NO,0,62137.1870448813,EQUIPMENT FAILURE,"NATURAL GAS","BASED ON STATION PRESSURE AND FLOW TRENDS IT HAS BEEN DETERMINED THE 2"" STATION DISCHARGE VENT VALVE MOST LIKELY OPENED DURING A POWER OUTAGE OCCURRING AT 7:23 PM ON 7/28/2017.     ON SATURDAY MORNING 07/29/2017 A COMPANY EMPLOYEE WAS DRIVING BY THE TCGT BLANCO COMPRESSOR STATION ON HIS REGULAR DAY OFF. THE EMPLOYEE NOTICED WHAT LOOKED LIKE GAS VAPOR VENTING FROM THE STATION BLOWDOWN SILENCER. THE EMPLOYEE DROVE UP TO THE STATION AND VERIFIED GAS WAS VENTING FROM THE BLOWDOWN SILENCER.    EMPLOYEE CALLED OPERATIONS MANAGER AT 7:11 AM LOCAL TIME TO REPORT THE ISSUE. OPERATIONS MANAGER CALLED OUT LOCAL E&C TECHNICIAN TO RESPOND TO THE FACILITY. E&C TECHNICIAN ARRIVED ON SITE AT 7:36 AM LOCAL TIME AND DISCOVERED 2"" STATION DISCHARGE VENT VALVE WAS OPEN. DISCHARGE VENT VALVE CLOSED AT 7:37 AND STOPPED VENTING OF GAS.",GT (Gas Transmission),mscf,27410,2017-07-28,7,Gas,"Bloomfield, NM",2017-07-01
"ONEOK NGL PIPELINE, LLC",32109,YES,2017,2017-07-27T18:07:00Z,47.66768465,-103.20551702,3000,0,NO,0,NO,0,NO,NO,0,782716.561689515,EXCAVATION DAMAGE,HVL OR OTHER FLAMMABLE OR TOXIC FLUID WHICH IS A GAS AT AMBIENT CONDITIONS,"AT APPROXIMATELY 16:44 ON 7/26/2017, ONEOK FIELD REPRESENTATIVE WAS CONTACTED BY CARSTENSEN CONSTRUCTION AND INFORMED THE CONSTRUCTION CREW INTENDED TO BORE UNDER ONEOK'S BEAR CREEK LATERAL ALONG ST HWY 34 THE FOLLOWING DAY. THE LOCATION HAD BEEN PREVIOUSLY IDENTIFIED BY NORTH DAKOTA ONE-CALL TICKET NUMBER 17081108.  ON 7/27/2017, ONEOK EMPLOYEE MET WITH CARSTENSEN CONSTRUCTION AT THE LOCATION TO PREPARE FOR THE BORE CROSSING.  AT APPROXIMATELY 12:40, CARSTENSEN CONSTRUCTION CALIBRATED THEIR LOCATING INSTRUMENT WITH THE TRANSMITTER ON THE HEAD OF THE DRILL BORING TOOL. THE CALIBRATION OF THE EQUIPMENT WAS WITNESSED BY THE ONEOK EMPLOYEE.  BEFORE STARTING THE BORE, CARSTENSEN CONSTRUCTION INFORMED THE ONEOK EMPLOYEE, THEY WERE GOING TO MOVE THE BORE ROUTE SOUTH, TOWARDS THE ROAD, BUT THIS WOULD NOT AFFECT THE CROSSING OF THE ONEOK PIPELINE.  ONCE THE BORE BEGAN, CARSTENSEN CONSTRUCTION MONITORED THE DEPTH OF THE BORE HEAD EVERY 10 FEET AND SHARED THESE DEPTH READINGS WITH THE ONEOK EMPLOYEE.  WHEN THE BORE WAS DIRECTLY UNDER THE ONEOK PIPELINE, CARSTENSEN CONSTRUCTION IDENTIFIED THE DEPTH OF THE BORE HEAD TO BE 15 FEET 8 INCHES, WHICH INDICATED THE BORE APPROXIMATELY 8 FEET 1 1/2 INCHES BELOW THE ONEOK PIPELINE.  UPON COMPLETION OF THE INITIAL BORE AND THE DRILL HEAD EXITING THE GROUND DOWNSTREAM OF THE ONEOK PIPELINE, THE ONEOK EMPLOYEE LEFT THE DRILL SITE AT 15:17 HOURS.  CARSTENSEN CONSTRUCTION CONTINUED TO WORK BY REAMING THE BORE IN THE OPPOSITE DIRECTION.  AT APPROXIMATELY 18:07 ON THE 27TH, THE ONEOK EMPLOYEE RECEIVED A CALL FROM CARSTENSEN CONSTRUCTION STATING THE ONEOK PIPELINE HAD BEEN STRUCK AND A VAPOR CLOUD WAS VISIBLE AT THE BORE LOCATION.  THE ONEOK REPRESENTATIVE IMMEDIATELY BEGAN THE EMERGENCY RESPONSE, CONTACTING ONEOK PIPELINE CONTROL CENTER AND HIS SUPERVISOR.  THE ONEOK PIPELINE CONTROL CENTER CONFIRMED A PRESSURE DROP ON THE PIPELINE FROM 892 PSIG TO 650 PSIG AT WHICH TIME THE INJECTION FROM THE ONEOK ROCKIES MIDSTREAM BEAR CREEK PLANT WAS STOPPED AT 18:21.  ONEOK PERSONNEL WERE DISPATCHED TO ISOLATE THE DAMAGED SECTION BY CLOSING THE UPSTREAM AND DOWNSTREAM BLOCK VALVES. APPROXIMATELY 9 MILES OF 8 INCH PIPELINE WAS ISOLATED.  THE MCKENZIE COUNTY, NORTH DAKOTA, EMERGENCY MANAGER, COUNTY SHERRIFF'S DEPARTMENT AND THE WATFORD CITY FIRE DEPARTMENT WERE NOTIFIED AND ARRIVED ON SITE TO ASSIST AS NECESSARY. ST HWY 34 WAS CLOSED AT APPROXIMATELY 18:19 TO PREVENT TRAFFIC FROM ACCIDENTLY ACCESSING THE RELEASE SITE. A RESIDENT, LOCATED APPROXIMATELY 3000 FEET TO THE NORTH OF THE RELEASE, WAS ASKED TO SHELTER IN PLACE UNTIL SUCH TIME AS THE EXTENT OF THE RELEASE WAS DETERMINED. AT APPROXIMATELY 21:15 THE MCKENZIE COUNTY EMERGENCY MANAGER NOTIFIED ONEOK PERSONNEL THAT HE WAS GOING TO RELEASE THE EMERGENCY PERSONNEL AS HE BELIEVED ONEOK HAD SECURED THE SITE.  ONEOK EMPLOYEES REMAINED ON SITE AT THE LOCATION AND CONTINUOUSLY MONITORED THE HYDROCARBON VAPORS UNTIL THE DAMAGE SECTION WAS REMOVED AND REPLACED ON JULY 30, 2017.  ONCE ONEOK WAS ABLE TO EXCAVATE THE LOCATION AND IDENTIFY THE LOCATION OF THE RELEASE, IT WAS DETERMINED THE BORING STEM OF DRILL HEAD USED BY CARSTENSEN CONSTRUCTION HAD COME INTO CONTACT WITH THE BOTTOM OF THE ONEOK PIPELINE AND HAD WORN THROUGH THE WALL OF THE PIPE CAUSING THE RELEASE.  UPON COMPLETION OF THE EXCAVATION, THE BOTTOM OF THE ONEOK PIPELINE WAS DETERMINED TO BE 7 FEET 6 1/2 INCHES BELOW THE SURFACE.  THIS WAS THE SAME LOCATION THAT CARSTENSEN CONSTRUCTIONS TOOL HEAD LOCATOR HAD IDENTIFIED THE BORE HEAD TO BE AT A DEPTH OF 15 FEET 8 INCHES, WHICH SHOULD HAVE ALLOWED FOR ADEQUATE CLEARANCE FOR THE CROSSING.  THE ISOLATED SECTION OF PIPE WAS PURGED OF HYDROCARBONS WITH NITROGEN AND THE DAMAGED SECTION REMOVED AND REPLACED WITH PRETESTED PIPE.  THE UTILITY CROSSING WAS ALSO INSTALLED AT THIS TIME.  THE BORING CONTRACTOR HAS ASSUMED LIABILITY FOR THE ACCIDENT.  EDITED 5/17/2018 BY N. JONES",HL (Hazardous Liquids),US BBLs,3000,2017-07-27,7,HL,"Not Within A Municipality, ND",2017-07-01
"COLUMBIA GAS TRANSMISSION, LLC",2616,YES,2017,2017-08-12T11:00:00Z,37.588506,-81.092117,61800,0,NO,0,NO,0,NO,NO,0,141655.701923077,INCORRECT OPERATION,"NATURAL GAS","ON AUGUST 12TH, 2017, FLAT TOP COMPRESSOR STATION (CS) WAS SUBJECT TO AN UNINTENTIONAL RELEASE OF NATURAL GAS (MATERIAL) RESULTING IN GAS LOSS OF MORE THAN 3,000 MCF.  FLAT TOP IS A TRANSMISSION CS THAT IS MAINTAINED BY COLUMBIA GAS TRANSMISSION, LLC (TRANSCANADA).  FLAT TOP CS IS LOCATED IN SUMMERS COUNTY, NEAR THE TOWN OF FLAT TOP, WEST VIRGINIA. AFTER THE REMOTE SHUTDOWN OF CS UNIT 3, MATERIAL PASSED THROUGH A SMALL OPENING OF A 20 INCH BALL VALVE.  SUBSEQUENTLY, MATERIAL EXITED A 3 INCH BLOWDOWN STACK TO ATMOSPHERE BEGINNING ON AUGUST 12TH, 2017 AT APPROXIMATELY 11:00 ET.  THE PRESSURE IN THE CS UNIT'S PIPING SLOWLY DECREASED FROM 770 PSIG UNTIL APPROXIMATELY 22:00 EST ON AUGUST 12TH, 2017.  AT THIS TIME, THE PRESSURE STABILIZED AT 560 PSIG UNTIL THE LEAK WAS ISOLATED.  AT APPROXIMATELY 09:00 EST ON AUGUST 13TH, 2017, A PASSERBY REPORTED TO TRANSCANADA THAT IT APPEARED THAT MATERIAL WAS VENTING THROUGH A BLOW-OFF VALVE AT FLAT TOP CS. IMMEDIATELY AFTER THIS WAS REPORTED, OPERATIONS PERSONNEL WERE DISPATCHED TO INVESTIGATE THE SITUATION. ON AUGUST 13TH, 2017, OPERATIONS PERSONNEL ARRIVED ON-SITE AT APPROXIMATELY 09:40 EST, THE UNINTENDED RELEASE OF MATERIAL WAS IDENTIFIED AND ISOLATED AT APPROXIMATELY 10:15 EST. ONCE OPERATIONS PERSONNEL HAD ISOLATED THE LEAK AND MADE THE AREA SAFE, GAS CONTROL WAS NOTIFIED AND IMMEDIATELY CONTACTED TRANSCANADA'S ON-CALL SPECIALIST AT 11:05 AM ON AUGUST 13TH.  AFTER TRANSCANADA'S ON-CALL SPECIALIST HAD BEEN NOTIFIED, AND GAS LOSS CALCULATIONS WERE DETERMINED TO BE GREATER THAN 3,000 MCF, THE EVENT WAS REPORTED TO THE NATIONAL RESPONSE CENTER.  BEFORE RETURNING THE UNIT BACK TO SERVICE, THE FAULTY VALVE WAS MANUALLY CYCLED FROM THE STATION PANEL AND FULL CLOSURE WAS ACHIEVED. THE OPERATOR THEN CYCLED THE VALVE ONCE MORE TO ENSURE PROPER FUNCTIONALITY. NO ISSUES WERE DISCOVERED ON THE FOLLOW UP INVESTIGATION.       A RCA DISCOVERED A REPLACED VALVE ACTUATOR DID NOT HAVE THE REQUIRED TORQUE TO CLOSE A A 20"" BALL VALVE. A NEW ACTUATOR WILL BE INSTALLED IN 2018. UNTIL A NEW ACTUATOR IS INSTALLED, SCADA WARNING TAGS WILL BE USED TO ALERT GAS CONTROL AN EMPLOYEE WILL NEED TO BE PRESENT TO OBSERVE THE VALVE CLOSURE WHEN UNIT 3 IS SHUTDOWN.",GT (Gas Transmission),mscf,61800,2017-08-12,8,Gas,"Flat Top, WV",2017-08-01
