Calendar Year,Portal_Year,State Abbreviation,Operator ID,Operator Business Name,Pre 1940 or Unknown ,1940-1949,1950-1959 ,1960-1969,1970-1979,1980-1989,1990-1999,2000-2009,2010-2019,2020-2029,Total By Decade Miles,Trans pre 1940 Offshore Miles,Trans pre 1940 Onshore Miles,Trans Unknown by Dec Offshore Miles,Trans Unknown by Dec Onshore Miles,State Abbreviation
2007,2022-01-11,SD,12684,MONTANA - DAKOTA UTILITIES CO,0,0,0,0,0,0,0,4.5,,,4.5,0,0,0,0,SD
2007,2022-01-11,SD,13750,NORTHERN NATURAL GAS CO,96,1,407,100,6,17,195,13,,,835,0,93,0,3,SD
2007,2022-01-11,SD,13769,NORTHERN BORDER PIPELINE COMPANY,0,0,0,0,0,182,0,0,,,182,0,0,0,0,SD
2007,2022-01-11,SD,22655,"WBI ENERGY TRANSMISSION, INC.",2,1,198,82,5,7,8,1,,,304,0,2,0,0,SD
2007,2022-01-11,SD,30024,SOUTH DAKOTA INTRASTATE PIPELINE CO.,0,0,0,0,0,0,178,0,,,178,0,0,0,0,SD
2007,2022-01-11,SD,30750,MIDAMERICAN ENERGY COMPANY,0,3.795,0.378,2.187,0.236,5.098,18.85,0.113,,,30.657,0,0,0,0,SD
2007,2022-01-11,SD,31090,"CROOKS MUNICIPAL GAS, CITY OF",0,0,0,0,0,0,14,0,,,14,0,0,0,0,SD
2007,2022-01-11,SD,31636,NORTHERN STATES POWER CO OF MINNESOTA,0,0,0,0,0,0,13.21,0.15,,,13.36,0,0,0,0,SD
2007,2022-01-11,SD,31754,BLACK HILLS POWER INC,0,0,0,0,0,1,0,1,,,2,0,0,0,0,SD
2007,2022-01-11,SD,32145,BASIN ELECTRIC POWER COOPERATIVE,0,0,0,0,0,0,0,11.6,,,11.6,0,0,0,0,SD
2007,2022-01-11,TN,189,"BBT ALATENN, LLC",0,0,16,6,0,0,0,0,,,22,0,0,0,0,TN
2007,2022-01-11,TN,405,ANR PIPELINE CO,0,0,110,142,75,2,0,0,,,329,0,0,0,0,TN
2007,2022-01-11,TN,602,"ENABLE GAS TRANSMISSION, LLC",0,0,8,0,0,0,0,0,,,8,0,0,0,0,TN
2007,2022-01-11,TN,2288,CHATTANOOGA GAS CO,0,0,0,0,1,0,6,0,,,7,0,0,0,0,TN
2007,2022-01-11,TN,2620,"COLUMBIA GULF TRANSMISSION, LLC",0,0,255,225,53,2,1,20,,,556,0,0,0,0,TN
2007,2022-01-11,TN,4070,"EAST TENNESSEE NATURAL GAS, LLC (SPECTRA ENERGY PARTNERS, LP)",0,0,685.04,62.49,44.08,56.21,75.13,85.6,,,1008.55,0,0,0,0,TN
2007,2022-01-11,TN,7655,HUMPHREYS COUNTY UTILITY DISTRICT,0,0,0,30,0,0,15,0,,,45,0,0,0,0,TN
2007,2022-01-11,TN,9200,JEFFERSON - COCKE CO UTIL DIST,0,0,0,13,0,0,0,3.36,,,16.36,0,0,0,0,TN
2007,2022-01-11,TN,12342,MEMPHIS LIGHT GAS & WATER DIVISION,5.16,5.16,66.5,15.88,7.27,21.2,43.68,16.21,,,181.06,0,5.16,0,0,TN
2007,2022-01-11,TN,12498,MIDWESTERN GAS TRANSMISSION CO,0,0,1.5,0,0,0,0,0,,,1.5,0,0,0,0,TN
2007,2022-01-11,TN,15518,PIEDMONT NATURAL GAS CO INC,0,8,35,14,9,3,6,6,,,81,0,0,0,0,TN
2007,2022-01-11,TN,18516,SOUTHERN NATURAL GAS CO,0,0,0,1,0,0,13,1,,,15,0,0,0,0,TN
2007,2022-01-11,TN,19160,TENNESSEE GAS PIPELINE COMPANY,0,400,559,154,59,16,8,14,,,1210,0,0,0,0,TN
2007,2022-01-11,TN,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",0,0,253.43,134.87,12.28,16.61,24.29,10.32,,,451.8,0,0,0,0,TN
2007,2022-01-11,TN,19270,"TEXAS GAS TRANSMISSION, LLC",3.811,112.596,173.9,164.819,53.732,37.309,35.805,6.847,,,588.819,0,2.679,0,1.132,TN
2007,2022-01-11,TN,19730,TRUNKLINE GAS CO,0.1,0,0.4,220.4,0.2,0.9,12,3.5,,,237.5,0,0,0,0.1,TN
2007,2022-01-11,TN,20211,ATMOS ENERGY CORPORATION - KY/MID-STATES (MID-STATES),0,0,6,10,0,9,53,2,,,80,0,0,0,0,TN
2007,2022-01-11,TN,22434,WEST TENNESSEE PUBLIC UTIL DIST,0,0,0,0,0,4.84,0,0,,,4.84,0,0,0,0,TN
2007,2022-01-11,TN,31725,COALFIELD PIPELINE COMPANY,0,0,0,0,0,9,0,7,,,16,0,0,0,0,TN
2007,2022-01-11,TN,31839,"USG PIPELINE COMPANY, LLC",0,0,0,0,0,0,14,0,,,14,0,0,0,0,TN
2007,2022-01-11,TX,21,"ACACIA NATURAL GAS, L.L.C.",0,0,0,0,0,0,0,72,,,72,0,0,0,0,TX
2007,2022-01-11,TX,117,AIR PRODUCTS & CHEMICALS INC,2,65,3,11,14,40,98,86,,,319,0,2,0,0,TX
2007,2022-01-11,TX,383,AMARILLO NATURAL GAS INC,0,0,17.36,16.3,2.77,0,0,2.15,,,38.58,0,0,0,0,TX
2007,2022-01-11,TX,386,HESS CORP,0,0,0,0,0,0,0,6.4,,,6.4,0,0,0,0,TX
2007,2022-01-11,TX,402,"MARKWEST ENERGY EAST TEXAS GAS COMPANY, L.L.C.",0,0,0,0,0,0,0,20.25,,,20.25,0,0,0,0,TX
2007,2022-01-11,TX,405,ANR PIPELINE CO,0,2,3,89,25,26,0,0,,,145,0,0,0,0,TX
2007,2022-01-11,TX,473,"WESTERN MIDSTREAM PARTNERS, LP",0,0,0,0,0,0,0,12,,,12,0,0,0,0,TX
2007,2022-01-11,TX,602,"ENABLE GAS TRANSMISSION, LLC",107,59,106,67,95,32,27,75,,,568,0,107,0,0,TX
2007,2022-01-11,TX,857,"MARKWEST PINNACLE, L.L.C.",0,0,0,0,0,51,19,60,,,130,0,0,0,0,TX
2007,2022-01-11,TX,861,NEWFIELD EXPLORATION COMPANY,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,899,5P GAS PIPELINE COMPANY,0,0,0,0,0,0,8,0,,,8,0,0,0,0,TX
2007,2022-01-11,TX,905,PHOENIX HYDROCARBONS OPERATING CORP,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,952,ENERFIN RESOURCES II-92 LIMITED PARTNERSHIP,0,0,0,0,0,10,0,0,,,10,0,0,0,0,TX
2007,2022-01-11,TX,994,"WILLIAMS FIELD SERVICES - GULF COAST COMPANY, LP",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,1017,"CARRIZO OIL & GAS, INC.",0,0,0,4.21,0,0,0,0,,,4.21,0,0,0,0,TX
2007,2022-01-11,TX,1021,GULF COAST PIPELINE COMPANY,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,1031,ONYX PIPELINE CO,0,0,21.3,2,0,12.5,0,0,,,35.8,0,0,0,0,TX
2007,2022-01-11,TX,1035,"LIVE OAK RESERVES, INC",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,1042,J CLEO THOMPSON,0,0,0,3,0,0,0,0,,,3,0,0,0,0,TX
2007,2022-01-11,TX,1065,BALCONES STARR PIPELINE,0,0,0,0,24,5,0,0,,,29,0,0,0,0,TX
2007,2022-01-11,TX,1228,"BENAVIDES, CITY OF",0,0,0,0,0,10.5,0,0,,,10.5,0,0,0,0,TX
2007,2022-01-11,TX,1472,BLACK MARLIN PIPELINE CO,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,1552,BLUE DOLPHIN PIPELINE COMPANY,0,0,0,38,0,0,0,0,,,38,0,0,0,0,TX
2007,2022-01-11,TX,1700,BRAZOS ELECTRIC POWER COOPERATIVE INC,0,0,0,0,0,25,12,13,,,50,0,0,0,0,TX
2007,2022-01-11,TX,2001,CABOT OIL & GAS CORP,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,2168,CELANESE CHEMICAL CO,0,0,0,0,0,3,0,0,,,3,0,0,0,0,TX
2007,2022-01-11,TX,2564,COLORADO INTERSTATE GAS CO,0,0,58,0,0,0,33,0,,,91,0,0,0,0,TX
2007,2022-01-11,TX,2731,CHEVRON PIPE LINE CO,0,2,0,0,0,0,0,0,,,2,0,0,0,0,TX
2007,2022-01-11,TX,2756,"PVR HAMLIN, L.P.",0,0,0,0,0,0,0,1,,,1,0,0,0,0,TX
2007,2022-01-11,TX,2899,"CROSSTEX PIPELINE PARTNERS, LTD",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,3081,DAL - TILE CORP,0,0,0,0,0,3,0,0,,,3,0,0,0,0,TX
2007,2022-01-11,TX,3082,GAYLYN INC,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,3120,WOLF ENERGY,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,3146,KARBUHN OIL COMPANY,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,3156,DAVIS GAS PROCESSING,0,0,0,0,0.5,0,0.5,0,,,1,0,0,0,0,TX
2007,2022-01-11,TX,3527,DOW PIPELINE CO,0,68.3,67,0,161.95,5.42,0,0.72,,,303.39,0,0,0,0,TX
2007,2022-01-11,TX,3830,"GARLAND, CITY OF",0,0,0,0,0,6,0,0,,,6,0,0,0,0,TX
2007,2022-01-11,TX,4280,EL PASO NATURAL GAS CO,65,540,731,519,77,91,69,295,,,2387,0,65,0,0,TX
2007,2022-01-11,TX,4430,VALERO TERMINALING AND DISTRIBUTION COMPANY,0,0,4,0,4.4,0,0.2,0,,,8.6,0,0,0,0,TX
2007,2022-01-11,TX,4461,"EOG RESOURCES, INC",0,0,0,0,0,0,0,2,,,2,0,0,0,0,TX
2007,2022-01-11,TX,4473,ATMOS ENERGY CORPORATION - WEST TEXAS,202,72,428,163,24,11,8,1,,,909,0,176,0,26,TX
2007,2022-01-11,TX,4476,"ERG RESOURCES, LLC",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,4489,ENERGY PRODUCTION CORP,0,0,0,0,0,5,0,0,,,5,0,0,0,0,TX
2007,2022-01-11,TX,4499,CENTERPOINT ENERGY RESOURCES CORPORATION,0,0,0,0.7,0,0,0,0,,,0.7,0,0,0,0,TX
2007,2022-01-11,TX,4900,KINDER MORGAN TEJAS PIPELINE,442,28,507,772,232,308,381,48,,,2718,0,5,0,437,TX
2007,2022-01-11,TX,4906,EXXONMOBIL PIPELINE CO,0,0,0,4,0,0,0,0,,,4,0,0,0,0,TX
2007,2022-01-11,TX,4908,"EXXONMOBIL PRODUCTION COMPANY, A DIVISION OF EXXON MOBIL CORPORATION",0,0,131.94,41.74,0,72.9,1.03,0,,,247.61,0,0,0,0,TX
2007,2022-01-11,TX,5304,FLORIDA GAS TRANSMISSION CO,0,0,227.9,6.8,2.4,4.3,4.1,1.6,,,247.1,0,0,0,0,TX
2007,2022-01-11,TX,5524,FOUR STAR OIL & GAS CO,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,6255,VERNON E FAULCONER INC,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,9011,J - W GATHERING CO,0,0,0,0,0,0,10,4,,,14,0,0,0,0,TX
2007,2022-01-11,TX,9012,J - W PIPELINE CO,0,0,0,0,0,0,0,5,,,5,0,0,0,0,TX
2007,2022-01-11,TX,9171,"MARKWEST JAVELINA PIPELINE COMPANY, L.L.C.",0,0,0,0,0,0,9,0,,,9,0,0,0,0,TX
2007,2022-01-11,TX,11272,LAVACA PIPELINE CO,0,0,0,16.12,0,3.36,0,2.17,,,21.65,0,0,0,0,TX
2007,2022-01-11,TX,11613,LLOG EXPLORATION CO,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,12059,M H M PIPELINE CO INC,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,12576,"ENABLE MISSISSIPPI RIVER TRANSMISSION, LLC",0,0,22,0,0,0,0,0,,,22,0,0,0,0,TX
2007,2022-01-11,TX,12624,EXXONMOBIL OIL CORPORATION,0,0,0,0,0,0,3,3,,,6,0,0,0,0,TX
2007,2022-01-11,TX,12628,MOBIL  PIPE  LINE COMPANY,0,0,0,0,0,0,2,0,,,2,0,0,0,0,TX
2007,2022-01-11,TX,12817,"MOSS BLUFF HUB, LLC (SPECTRA ENERGY PARTNERS, LP)",0,0,0,0,0,0,19.85,0,,,19.85,0,0,0,0,TX
2007,2022-01-11,TX,13120,NATURAL GAS PIPELINE CO OF AMERICA (KMI),95,70,622,1073,267,210,74,11,,,2422,0,10,0,85,TX
2007,2022-01-11,TX,13131,CONOCOPHILLIPS (E&P - L-48),0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,13331,NEW WASKOM GAS GATHERING INC,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,13656,NORTH RIDGE CORP,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,13750,NORTHERN NATURAL GAS CO,141,40,419,447,68,47,7,1,,,1170,0,76,23,42,TX
2007,2022-01-11,TX,15036,PAISANO TRANSMISSION CO,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,15208,PELICAN RESERVE PIPELINE CO,0,0,0,0,0,5,0,0,,,5,0,0,0,0,TX
2007,2022-01-11,TX,15454,PETROLEUM FUELS CO,0,0,0,0,0,6,2,5.6,,,13.6,0,0,0,0,TX
2007,2022-01-11,TX,15485,PHILLIPS 66 COMPANY - SWEENY REFINERY,0,0,0,0,24.761,14.755,26.813,0,,,66.329,0,0,0,0,TX
2007,2022-01-11,TX,15602,PIONEER NATURAL RESOURCES,0,0,0,0,1,5,0,0,,,6,0,0,0,0,TX
2007,2022-01-11,TX,15652,"PLAINS, CITY OF",9,0,0,0,0,0,0,0,,,9,0,0,0,9,TX
2007,2022-01-11,TX,15815,PRAIRIE PIPELINE CO,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,15825,EAGLE US 2 LLC,0,0,0,0,2.61,0,0,0,,,2.61,0,0,0,0,TX
2007,2022-01-11,TX,17215,SMITH PRODUCTION INC (EX - RENRAG INC),0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,17325,RICHARDSON FUELS INC,0,0,0,0,0,2,0,0,,,2,0,0,0,0,TX
2007,2022-01-11,TX,18012,SABINE PIPELINE LLC,0,0,1,21,0,0,0,0,,,22,0,0,0,0,TX
2007,2022-01-11,TX,18104,CPS ENERGY,0,0,0,2.2,2.4,17.1,2,62.6,,,86.3,0,0,0,0,TX
2007,2022-01-11,TX,18156,SEADRIFT PIPELINE CORP,0,0,66.06,6.83,10.99,0,54.1,88.38,,,226.36,0,0,0,0,TX
2007,2022-01-11,TX,18199,JOHN H. HAYS,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,18201,"SENECA RESOURCES COMPANY, LLC",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,18273,SHELL PIPELINE CORP,0,0,0,0,0,0,8.285,0.524,,,8.809,0,0,0,0,TX
2007,2022-01-11,TX,18340,SIPCO GAS TRANSMISSION CORP,0,0,0,0,0,1,0,0,,,1,0,0,0,0,TX
2007,2022-01-11,TX,18516,SOUTHERN NATURAL GAS CO,0,0,0,0,0,22,8,0,,,30,0,0,0,0,TX
2007,2022-01-11,TX,18526,"SOUTHERN UNION GAS SERVICES, LTD",0,0,10,16,11,5,2,15,,,59,0,0,0,0,TX
2007,2022-01-11,TX,18532,"TEXAS GAS SERVICE COMPANY, A DIVISION OF ONE GAS, INC.",88,139,52,141,27,35,31,9,,,522,0,82,0,6,TX
2007,2022-01-11,TX,18542,"WOODWARD APPLE SPRINGS, LLC",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,18548,SOUTHWESTERN GAS PIPELINE INC,0,0,0,10,2,2,1,0,,,15,0,0,0,0,TX
2007,2022-01-11,TX,18555,SOUTHWESTERN PUBLIC SERVICE CO,0,0,0,0,0,9,10.3,0,,,19.3,0,0,0,0,TX
2007,2022-01-11,TX,19035,TALCO MIDSTREAM ASSETS LTD,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,19160,TENNESSEE GAS PIPELINE COMPANY,0,593,895,54,31,110,20,59,,,1762,0,0,0,0,TX
2007,2022-01-11,TX,19235,"TEXAS EASTERN TRANSMISSION, LP (SPECTRA ENERGY PARTNERS, LP)",0,93.77,1013.03,31.44,19.69,38.53,7.65,11.57,,,1215.68,0,0,0,0,TX
2007,2022-01-11,TX,19269,TGG PIPELINE LTD,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,19270,"TEXAS GAS TRANSMISSION, LLC",0.671,14.027,0.239,0,9.434,14.628,0,0.005,,,39.004,0,0,0.652,0.019,TX
2007,2022-01-11,TX,19301,TEXAS MUNICIPAL POWER AGENCY,0,0,0,0,9.2,0,8.2,0,,,17.4,0,0,0,0,TX
2007,2022-01-11,TX,19319,"TPC GROUP, LLC",0,1.1,11,0,0,0,0.9,0,,,13,0,0,0,0,TX
2007,2022-01-11,TX,19570,TRANSCONTINENTAL GAS PIPE LINE COMPANY,9,0,607,63,60,93,9,6,,,847,0,0,0,9,TX
2007,2022-01-11,TX,19610,TRANSWESTERN PIPELINE COMPANY LLC,0,0,0,413.99,28.74,2.76,6.29,1.89,,,453.67,0,0,0,0,TX
2007,2022-01-11,TX,19730,TRUNKLINE GAS CO,37.7,0,358.9,66.9,21.9,13.6,4.4,9.4,,,512.8,0,0,0,37.7,TX
2007,2022-01-11,TX,19892,UCAR PIPELINE INCORPORATED,0,0,0,122.29,0,0,0.83,0,,,123.12,0,0,0,0,TX
2007,2022-01-11,TX,20042,UNION CARBIDE CHEMICALS & PLASTICS INC -TEXAS CITY,0,0,0,0,0,4,0,0,,,4,0,0,0,0,TX
2007,2022-01-11,TX,20044,LINDE,0,0,0,12.4,14.6,7.9,127,68.5,,,230.4,0,0,0,0,TX
2007,2022-01-11,TX,20132,UNION OIL CO OF CALIFORNIA,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,22175,"TARGA MIDSTREAM SERVICES, L.P.",0,0,0,7,0,0,3,2,,,12,0,0,0,0,TX
2007,2022-01-11,TX,22435,"WEST TEXAS GAS UTILITY, LLC.",361.2,0,35.6,53.15,19.8,58.8,12.352,35.64,,,576.542,0,361.2,0,0,TX
2007,2022-01-11,TX,22462,"WESTERN GAS INTERSTATE COMPANY, LLC",36,0,0,20,21,6,2,0,,,85,0,36,0,0,TX
2007,2022-01-11,TX,22465,TARGA PIPELINE MID-CONTINENT WESTTEX LLC,0,0,0,11,0,0,0,1,,,12,0,0,0,0,TX
2007,2022-01-11,TX,22742,"WINONA, TOWN OF",0,3,0,0,0,0,4,0,,,7,0,0,0,0,TX
2007,2022-01-11,TX,22855,"FLINT HILLS RESOURCES, LC",0,0,0,0,0.5,1.7,5.3,0,,,7.5,0,0,0,0,TX
2007,2022-01-11,TX,25146,"EQUISTAR CHEMICALS, L.P.",0,0,0,0,12.7,0,0,1,,,13.7,0,0,0,0,TX
2007,2022-01-11,TX,25160,MOBIL VANDERBILT-BEAUMONT PIPELINE CO,0,17,0,0,96,2,11,2,,,128,0,0,0,0,TX
2007,2022-01-11,TX,26112,"VALERO REFINING-TEXAS, L.P.",0,0,0,0,1.846,6.625,0,0,,,8.471,0,0,0,0,TX
2007,2022-01-11,TX,26372,HENDERSON PIPELINE CO,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30001,WESTERN PIPELINE INC,0,0,0,0,0,0,1.2,0,,,1.2,0,0,0,0,TX
2007,2022-01-11,TX,30056,SAMSON RESOURCES COMPANY,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30544,OCCIDENTAL CHEMICAL CORP,0,0,0,0,1.31,0,0,0,,,1.31,0,0,0,0,TX
2007,2022-01-11,TX,30574,GOLDSTON OIL CORPORATION,0,0,0,0,0,0,0,3.16,,,3.16,0,0,0,0,TX
2007,2022-01-11,TX,30575,ONE GAS PIPELINE COMPANY L.L.C.,67,0,0,4,15,9,1,1,,,97,0,67,0,0,TX
2007,2022-01-11,TX,30579,"FLASH GAS & OIL SOUTHWEST, INC",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30581,"WESTERN GAS RESOURCES-TEXAS, INC",0,0,0,34,3,0,0,0,,,37,0,0,0,0,TX
2007,2022-01-11,TX,30619,"GLADEWATER GATHERING CO., L.P.",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30630,"OKTEX PIPELINE COMPANY, LLC",12.2,0,0.8,4.6,0,0.6,0.6,0,,,18.8,0,0,0,12.2,TX
2007,2022-01-11,TX,30691,COPANO FIELD SERVICES/COPANO BAY LP,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30709,HUNTSMAN PETROCHEMICAL LLC,0,0,6.9,0,0,3.06,2.07,0,,,12.03,0,0,0,0,TX
2007,2022-01-11,TX,30711,HILCORP ENERGY COMPANY,0,0,0,0,0.6,0,2.72,2.549,,,5.869,0,0,0,0,TX
2007,2022-01-11,TX,30713,CHINN EXPLORATION COMPANY,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30716,NEUMIN PRODUCTION CO.,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30718,KAISER-FRANCIS OIL COMPANY,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30748,"TARGA INTRASTATE PIPELINE, LLC.",0,0,0,0,10.47,19,23,0,,,52.47,0,0,0,0,TX
2007,2022-01-11,TX,30782,HARVEST MIDSTREAM COMPANY,0,0,0,0,0,0,0,1.682,,,1.682,0,0,0,0,TX
2007,2022-01-11,TX,30785,GATEWAY PIPELINE COMPANY,0,0,0,0,0,0,0,9,,,9,0,0,0,0,TX
2007,2022-01-11,TX,30792,LAMAR OIL & GAS,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30794,"VIRTEX PETROLEUM CO., INC.",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30801,"TOTAL GAS PIPELINE USA, INC",0,0,0,0,0,3.5,0,0,,,3.5,0,0,0,0,TX
2007,2022-01-11,TX,30807,VALENCE OPERATING COMPANY,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30845,MARATHON OIL COMPANY,3.5,0,0,0,0,0,0,0.5,,,4,0,0,0,3.5,TX
2007,2022-01-11,TX,30851,ALBEMARLE CORPORATION,0,0,2.6,0,0,0,0,0,,,2.6,0,0,0,0,TX
2007,2022-01-11,TX,30860,CASKIDS OPERATING COMPANY,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30868,PETRO-HUNT CORPORATION,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30922,HYPERION ENERGY LP,0,0,0,0,0,0,0.2,0,,,0.2,0,0,0,0,TX
2007,2022-01-11,TX,30952,PHILLIPS UTILITY GAS CORPORATION,0,0,0,0,0,9.469,0,0,,,9.469,0,0,0,0,TX
2007,2022-01-11,TX,30959,THE DOW CHEMICAL COMPANY,0,1.6,41.24,10.53,40.35,8.12,9.34,10.72,,,121.9,0,0,0,0,TX
2007,2022-01-11,TX,30981,C W RESOURCES,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,30984,"BRYAN, CITY OF",0,0,0,0,0,0,4.3,0,,,4.3,0,0,0,0,TX
2007,2022-01-11,TX,31023,CITGO REFINING & CHEMICAL CO. L.P.,0,0,0,0,0,7,1,0,,,8,0,0,0,0,TX
2007,2022-01-11,TX,31108,"ROYAL PRODUCTION CO., INC.",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,31116,BARON EXPLORATION COMPANY,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,31121,EXPRO ENGINEERING INC,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,31130,DCP MIDSTREAM,24,166,31,24,63,104,126,27,,,565,0,9,0,15,TX
2007,2022-01-11,TX,31156,"PGPL, LC",0,0,0,0,0,0,1,0,,,1,0,0,0,0,TX
2007,2022-01-11,TX,31164,"PIONEER NATURAL RESOURCES, USA, INC.",0,0,0,0,10,0,0,0,,,10,0,0,0,0,TX
2007,2022-01-11,TX,31165,"PINNACLE GAS TREATING, INC.",16.2,0,0,0,0,0,0.4,0.3,,,16.9,0,0,0,16.2,TX
2007,2022-01-11,TX,31178,XTO ENERGY INC,0,0,0,6,0,0,1,0,,,7,0,0,0,0,TX
2007,2022-01-11,TX,31189,BP PIPELINE (NORTH AMERICA) INC.,0,0,0,0,22,0,14,21,,,57,0,0,0,0,TX
2007,2022-01-11,TX,31202,"ENABLE MIDSTREAM PARTNERS, LP",0,0,0,0,0,0,3.95,6.05,,,10,0,0,0,0,TX
2007,2022-01-11,TX,31250,"SABINE VALLEY PIPELINE, INC",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,31251,"MORTON INTERNATIONAL INC, - SALT DIVISION",0,0,0,0,0,2.705,0,0,,,2.705,0,0,0,0,TX
2007,2022-01-11,TX,31256,"JGE GAS SOLUTIONS, LP",99,0,0,0,0,0,0,0.6,,,99.6,0,0,0,99,TX
2007,2022-01-11,TX,31257,"PONDEROSA GATHERING, LLC",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,31269,KINDER MORGAN NORTH TEXAS PIPELINE,0,0,0,0,0,0,0,82,,,82,0,0,0,0,TX
2007,2022-01-11,TX,31304,"DEVON GAS SERVICES, LP",0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
2007,2022-01-11,TX,31322,ENBRIDGE PIPELINES (TEXAS INTRASTATE) L.P.,59,0,0,0,205,83,18,0,,,365,0,0,0,59,TX
2007,2022-01-11,TX,31348,ATMOS ENERGY CORPORATION - MID-TEX,1,33,93,55,59,37,59,3,,,340,0,1,0,0,TX
2007,2022-01-11,TX,31365,"AMERICAN MIDSTREAM (SEACREST), LP",0,0,0,0,0,0,26,0,,,26,0,0,0,0,TX
2007,2022-01-11,TX,31371,"BUCKEYE DEVELOPMENT & LOGISTICS, LLC",0,0,0,0,7.7,24.1,2.5,15,,,49.3,0,0,0,0,TX
2007,2022-01-11,TX,31372,TICONA POLYMERS INC,0,25,0,0,0,2,0,0,,,27,0,0,0,0,TX
2007,2022-01-11,TX,31382,CIMAREX ENERGY CO. OF COLORADO,0,0,0,0,0,0,0,8,,,8,0,0,0,0,TX
2007,2022-01-11,TX,31391,"LINDE GAS NORTH AMERICA, LLC",0,0,0,0,0,0,2.94,0,,,2.94,0,0,0,0,TX
2007,2022-01-11,TX,31408,DALLAS PRODUCTION INC,0,0,0,0,0,0,0,0,,,0,0,0,0,0,TX
